element,created,fond,title,type_formatted,type
div1,2050-12-30,Tursko 4,DSCN2383-div1-zone_uwj_1zn_dmb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2383-div1-zone_zf2_bzn_dmb,SUMMARY,summary_Croatian
div1,1774-12-30,Tursko 1,DSCN1846-div1-zone_wbh_vgq_cjb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN1846-div1-zone_f4l_zgq_cjb,SUMMARY,summary_Croatian
div1,1864-08-31,Tursko 6,DSCN0580-div1-zone_rrg_3nj_2mb,MÜZEKKIRE,müzekkire
div1,2050-12-30,Tursko 6,DSCN0580-div1-zone_djm_qnj_2mb,SUMMARY,summary_Croatian
div1,1792-09-01,Tursko 4,DSCN2397-div1-zone_wtv_3zs_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2397-div1-zone_pzv_4zs_dmb,SUMMARY,summary_Croatian
div1,1847-08-09,Tursko 1,DSCN1675-div1-zone_ebb_mdx_1jb,TEZKIRE,tezkire_dīvānī
div1,1829-01-05,Tursko 3,DSCN9229-div1-zone_igr_zns_mlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9229-div1-zone_a31_wns_mlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1891-div1-zone_jhv_4ww_cjb,ʿILMÜHABER,ʿilmühaber_tapu_senedi
div1,2050-12-30,Tursko 1,DSCN1891-div1-zone_u3j_vww_cjb,SUMMARY,summary_Croatian
div1,1808-02-26,Tursko 3,DSCN9215-div1-zone_htx_35t_klb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9215-div1-zone_lf2_zst_klb,SUMMARY,summary_Croatian
div1,1776-02-19,Tursko 4,DSCN2354-div1-zone_zkg_2kn_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2354-div1-zone_mll_mkn_dmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1885-div1-zone_fny_jsw_cjb,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN1885-div1-zone_icg_4sw_cjb,NOTE,note
div1,2050-12-30,Tursko 1,DSCN1885-div1-zone_wcd_psw_cjb,NOTE,note
div1,2050-12-30,Tursko 6,DSCN0543-div1-zone_zhn_fw3_2mb,UNKNOWN,unknown
div1,2050-12-30,Tursko 3,DSCN9201-div1-zone_f1v_xnt_klb,SENED,cizye_senedi
div1,1777-03-24,Tursko 1,DSCN0972-div1-zone_nsq_fdf_z3b,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN0972-div1-zone_xsv_3df_z3b,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN0972-div1-zone_qsq_jdf_z3b,UNKNOWN,unknown
div1,1777-03-24,Tursko 1,DSCN0972-div1-zone_ggj_fpj_1jb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN0972-div1-zone_ik2_hpj_1jb,SUMMARY,summary_Crotatian
div1,2050-12-30,Tursko 1,DSCN0972-div1-zone_m4b_3pj_1jb,UNKNOWN,unknown
div1,1858-07-19,Tursko 1,DSCN0966-div1-zone_b4x_3tz_y3b zone_dcb_vvj_1jb,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 1,DSCN0966-div1-zone_j2r_ltz_y3b zone_t2z_xvj_1jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2181-div1-zone_a5t_hky_cmb,DEFTER,defter
div1,2050-12-30,Tursko 3,DSCN9003-div1-zone_yqs_r5y_wkb,ʿARZIHĀL,ʿarz-ı_hāl
div1,2050-12-30,Tursko 3,DSCN9003-div1-zone_lcp_45y_wkb,UNKNOWN,unkown
div1,1826-08-03,Tursko 4,DSCN2156-div1-zone_k5z_3rk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2156-div1-zone_u1z_mrk_cmb,SUMMARY,summary_Croatian
div1,1850-02-22,Tursko 3,DSCN0184-div1-zone_cw1_5tm_3jb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0184-div1-zone_uj2_ytm_3jb,SUMMARY,summary_Croatian
div1,1844-09-03,Tursko 3,DSCN0190-div1-zone_bkv_zst_3jb,EMIN,EMIN_zabt_temessük
div1,2050-12-30,Tursko 3,DSCN0190-div1-zone_g4c_ftt_3jb,SUMMARY,summary_Croatian
div1,1781-04-09,Tursko 7,DSCN0609-div1-zone_ll3_txj_2mb,DEFTER,kassām_defteri
div1,1844-10-28,Tursko 3,DSCN0147-div1-zone_bw1_xrw_2jb,EMIN,EMIN_zabt_tezkire
div1,2050-12-30,Tursko 3,DSCN0147-div1-zone_edj_1sw_2jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1932-div1-zone_jp1_rld_djb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN1932-div1-zone_ftp_tld_djb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2208-div1-zone_vyq_jwy_cmb,UNKNOWN,unkown_Croatian
div1,1867-05-01,Tursko 1,DSCN1701-div1-zone_zrh_5ty_1jb,ʿILMÜHABER,ʿilmühaber_tapu_senedi
div1,2050-12-30,Tursko 1,DSCN1701-div1-zone_i5l_h5y_1jb,SUMMARY,summary_Croatian
div1,1844-08-03,Tursko 3,DSCN0379-div1-zone_hky_z3f_pkb,EMIN,EMIN_sūret
div1,2050-12-30,Tursko 3,DSCN0379-div1-zone_mps_2jf_pkb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN9349-div1-zone_x5m_rt1_zlb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 3,DSCN9349-div1-zone_x5m_rt1_zlb,SUMMARY,summary_Croatian
div1,1864-02-06,Tursko 6,DSCN0423-div1-zone_vl2_24b_2mb,HÜCCET,hüccet
div1,2050-12-30,Tursko 6,DSCN0423-div1-zone_xdv_m4b_2mb,SUMMARY,summary_Croatian
div1,1794-01-31,Tursko 4,DSCN2220-div1-zone_thd_gbz_cmb,YAFTA,yafta
div1,2050-12-30,Tursko 4,DSCN2220-div1-zone_opg_3bz_cmb,SUMMARY,summary_Croatian
div1,1833-07-20,Tursko 3,DSCN0350-div1-zone_v44_wmr_kkb,HÜCCET,hüccet_sūret
div1,2050-12-30,Tursko 3,DSCN0350-div1-zone_dwb_cnr_kkb,SUMMARY,summary_Croatian
div1,1805-11-06,Tursko 1,DSCN1728-div1-zone_jxq_lm2_bjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1728-div1-zone_zsl_sm2_bjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1728-div1-zone_rjp_tm2_bjb,UNKNOWN,unknown
div1,1835-04-27,Tursko 3,DSCN9374-div1-zone_azq_xlg_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9374-div1-zone_nbm_vlg_zlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2235-div1-zone_twx_pjz_cmb,UNKNOWN,unknown_Serbian
div1,2050-12-30,Tursko 3,DSCN9360-div1-zone_upj_kcg_zlb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9360-div1-zone_ypq_hcg_zlb,SUMMARY,summary_Croatian
div1,1855-12-06,Tursko 3,DSCN0344-div1-zone_vg2_k3r_kkb,ʿILMÜHABER,ʿilmühaber_sūret
div1,2050-12-30,Tursko 3,DSCN0344-div1-zone_dwg_r3r_kkb,SUMMARY,summary_Croatian
div1,1705-10-18,Tursko 3,DSCN9348-div1-zone_kv5_2s1_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2209-div1-zone_y1x_5wy_cmb,UNKNOWN,unkown
div1,1785-08-23,Tursko 2,DSCN8917-div1-zone_e4t_kgz_djb,BUYURULDU,beyāz_üzerine_buyuruldu
div1,2050-12-30,Tursko 2,DSCN8917-div1-zone_rrp_ngz_djb,SUMMARY,summary_Croatian
div1,1857-06-06,Tursko 3,DSCN0387-div1-zone_xfn_rw1_qkb,HÜCCET,hüccet
div1,2050-12-30,Tursko 3,DSCN0387-div1-zone_xjk_cx1_qkb,SUMMARY,summary_Croatian
div1,1815-12-01,Tursko 4,DSCN2023-div1-zone_dxq_dxn_bmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2023-div1-zone_rqm_lxn_bmb,SUMMARY,summary_Croatian
div1,1835-06-03,Tursko 3,DSCN9162-div1-zone_er5_fpq_jlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9162-div1-zone_tb5_bpq_jlb,SUMMARY,summary_Croatian
div1,1801-06-08,Tursko 7,DSCN0620-div1-zone_aqn_gbk_2mb,BUYURULDU,beyāz_üzerine_buyuruldu
div1,2050-12-30,Tursko 7,DSCN0620-div1-zone_hjs_3bk_2mb,SUMMARY,summary_Croatian
div1,1776-10-16,Tursko 4,DSCN2037-div1-zone_rp2_t24_bmb,MÜRĀSELE,mürāsele
div1,1810-05-01,Tursko 1,DSCN0998-div1-zone_hym_rzf_z3b,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN0998-div1-zone_tlb_vzf_z3b,SUMMARY,summary_Croatian
div1,1866-05-14,Tursko 8,DSCN0754-div1-zone_v2h_cxq_2mb,[Missing D] VIRGÜ_VARAKA,virgü_varaka
div1,1768-09-20,Tursko 3,DSCN9016-div1-zone_u1n_hq4_xkb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 3,DSCN9016-div1-zone_q2k_fq4_xkb,SUMMARY,summary_Croatian
div1,1837-04-05,Tursko 4,DSCN2143-div1-zone_bcn_lkk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2143-div1-zone_bdp_pkk_cmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2194-div1-zone_kxm_2qy_cmb,DEFTER,defter
div1,2050-12-30,Tursko 4,DSCN2194-div1-zone_jml_gqy_cmb,DEFTER,defter_Croatian
div1,1785-04-16,Tursko 4,DSCN2433-div1-zone_hrl_vcv_dmb,MÜRĀSELE,mürāsele
div1,1833-05-18,Tursko 3,DSCN0224-div1-zone_y1d_3dk_kjb,EMIN,EMIN_zabt_temessük
div1,2050-12-30,Tursko 3,DSCN0224-div1-zone_d5r_ldk_kjb,SUMMARY,sumamry_Croatian
div1,2050-12-30,Tursko 3,DSCN9200-div1-zone_d2h_xhq_h3b,SENED,cizye_senedi
div1,1709-04-21,Tursko 6,DSCN0542-div1-zone_fzd_tv3_2mb,BUYURULDU,beyāz_üzerine_buyuruldu
div1,1787-05-07,Tursko 4,DSCN2341-div1-zone_vqp_42n_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2341-div1-zone_o5z_t2n_dmb,SUMMARY,summary_Croatian
div1,1785-01-13,Tursko 1,DSCN1648-div1-zone_tzd_fjk_1jb,ʿARZIHĀL,ʿarz-ı_hāl_buyuruldu_sūret
div1,2050-12-30,Tursko 1,DSCN1648-div1-zone_atp_5jk_1jb,ʿARZIHĀL,ʿarz-ı_hāl_sūret
div1,1785-01-13,Tursko 1,DSCN1648-div1-zone_oln_vjk_1jb,BUYURULDU,buyuruldu_sūret
div1,2050-12-30,Tursko 1,DSCN1648-div1-zone_zc2_2lk_1jb,NOTE,note
div1,2050-12-30,Tursko 1,DSCN1648-div1-zone_rbq_clk_1jb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 6,DSCN0556-div1-zone_mc3_m1j_2mb,ʿARZIHĀL,ʿarz-ıhāl
div1,1786-05-09,Tursko 6,DSCN0556-div1-zone_ogq_p1j_2mb,BUYURULDU,buyuruldu
div1,1786-05-24,Tursko 6,DSCN0556-div1-zone_sc4_r1j_2mb,IʿLĀM,iʿlām_maʿrūz
div1,1786-06-02,Tursko 6,DSCN0556-div1-zone_nxn_w1j_2mb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 6,DSCN0556-div1-zone_pks_y1j_2mb,SUMMARY,summary_Croatian
div1,1836-04-15,Tursko 3,DSCN0230-div1-zone_pt3_f2k_kjb,EMIN,EMIN_temessük
div1,2050-12-30,Tursko 3,DSCN0230-div1-zone_ev4_32k_kjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2427-div1-zone_ub2_3z5_dmb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2427-div1-zone_iw5_mz5_dmb,UNKNOWN,unknown
div1,1850-11-04,Tursko 3,DSCN0218-div1-zone_bll_1ck_kjb,EMIN,EMIN_tapu_temessük
div1,2050-12-30,Tursko 3,DSCN0218-div1-zone_wg4_2ck_kjb,SUMMARY,summary_Croatian
div1,1785-11-21,Tursko 4,DSCN2369-div1-zone_yhg_krn_dmb,[Missing D] IZIN,izin
div1,2050-12-30,Tursko 4,DSCN2369-div1-zone_zmm_nrn_dmb,SUMMARY,summary_Croatian
div1,1821-04-23,Tursko 6,DSCN0595-div1-zone_mts_5sj_2mb,EMIN,EMIN
div1,2050-12-30,Tursko 6,DSCN0595-div1-zone_ssd_ysj_2mb,SUMMARY,summary_Croatian
div1,1798-08-16,Tursko 1,DSCN1853-div1-zone_rpr_fkq_cjb,IʿLĀM,iʿlām
div1,2050-12-30,Tursko 1,DSCN1853-div1-zone_d23_3kq_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2382-div1-zone_d2k_dyn_dmb,UNKNOWN,unknown
div1,1786-06-17,Tursko 1,DSCN1879-div1-zone_i3p_bgw_cjb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN1879-div1-zone_plt_dgw_cjb,SUMMARY,summary_Croatian
div1,1794-06-06,Tursko 1,DSCN1851-div1-zone_igv_z3q_cjb,TAKRĪR,takrīr
div1,2050-12-30,Tursko 1,DSCN1851-div1-zone_ryj_2jq_cjb,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN1851-div1-zone_bxx_cjq_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1662-div1-zone_lfd_qxw_1jb,SŪRET,takrīr_tercüme_sūret
div1,1840-04-26,Tursko 4,DSCN2419-div1-zone_o43_hv5_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2419-div1-zone_alr_kv5_dmb,SUMMARY,summary_Croatian
div1,1846-04-30,Tursko 1,DSCN1676-div1-zone_zxd_d2x_1jb,IʿLĀM,iʿlām_sūret
div1,2050-12-30,Tursko 1,DSCN1676-div1-zone_ahc_n2x_1jb,SUMMARY,summary_Croatian
div1,1809-12-11,Tursko 4,DSCN2357-div1-zone_qfb_wmn_dmb,TEZKIRE,tezkire
div1,2050-12-30,Tursko 4,DSCN2357-div1-zone_nrv_cnn_dmb,UNKNOWN,unknown
div1,2050-12-30,Tursko 4,DSCN2357-div1-zone_jjn_2nn_dmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN9202-div1-zone_c2q_g4t_klb,SENED,cizye_senedi
div1,1799-06-02,Tursko 3,DSCN0226-div1-zone_tyr_pdk_kjb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0226-div1-zone_d5t_sdk_kjb,SUMMARY,summary_Croatian
div1,1768-12-01,Tursko 4,DSCN2431-div1-zone_cfd_ccv_dmb,MEMHŪR,memhūr
div1,2050-12-30,Tursko 4,DSCN2431-div1-zone_ysb_fcv_dmb,SUMMARY,summary_Croatian
div1,1768-11-20,Tursko 4,DSCN2425-div1-zone_fb2_ry5_dmb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2425-div1-zone_p52_ty5_dmb,SUMMARY,summary_Croatian
div1,1861-08-27,Tursko 3,DSCN0232-div1-zone_pmm_42k_kjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 3,DSCN0232-div1-zone_sjl_52k_kjb,SUMMARY,summary_Croatian
div1,1777-02-07,Tursko 4,DSCN2343-div1-zone_qsn_nfn_dmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2343-div1-zone_cqz_rfn_dmb,SUMMARY,summary_Serbian
div1,2050-12-30,Tursko 4,DSCN2196-div1-zone_is5_4qy_cmb,FETVĀ,fetvā
div1,2050-12-30,Tursko 4,DSCN2196-div1-zone_glh_qqy_cmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2182-div1-zone_j4d_1ly_cmb,UNKNOWN,unkown
div1,2050-12-30,Tursko 4,DSCN2182-div1-zone_syf_dly_cmb,SUMMARY,summary_Croatian
div1,1802-05-01,Tursko 3,DSCN9028-div1-zone_zbj_j1p_xkb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9028-div1-zone_f4m_x1p_xkb,EMIN,EMIN
div1,1835-04-27,Tursko 4,DSCN2141-div1-zone_pcp_qjk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2141-div1-zone_hjh_5jk_cmb,SUMMARY,summary_Croatian
div1,1775-01-24,Tursko 7,DSCN0636-div1-zone_mxt_1vp_2mb,IʿLĀM,iʿlām_maʿrūz
div1,1774-07-14,Tursko 7,DSCN0636-div1-zone_kgs_dvp_2mb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 7,DSCN0636-div1-zone_n5r_fvp_2mb,SUMMARY,summary_Croatian
div1,1787-06-23,Tursko 4,DSCN2021-div1-zone_lq5_j2x_zlb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2021-div1-zone_ekb_42x_zlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2035-div1-zone_mwj_td4_bmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2035-div1-zone_s23_xd4_bmb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 7,DSCN0622-div1-zone_nst_zbk_2mb,ʿARZIHĀL,ʿarz-ıhāl_sūret
div1,1786-08-29,Tursko 7,DSCN0622-div1-zone_i3b_dck_2mb,BUYURULDU,buyuruldu_sūret
div1,2050-12-30,Tursko 7,DSCN0622-div1-zone_dgj_fck_2mb,NOTE,note
div1,2050-12-30,Tursko 7,DSCN0622-div1-zone_wtn_hck_2mb,SUMMARY,summary_Croatian
div1,1797-03-13,Tursko 2,DSCN8929-div1-zone_lht_dyz_djb,TEZKIRE,tezkire_dīvānī
div1,2050-12-30,Tursko 2,DSCN8929-div1-zone_d2y_hyz_djb,SUMMARY,summary_Croatian
div1,1843-09-27,Tursko 1,DSCN1919-div1-zone_lcl_rtx_cjb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN1919-div1-zone_zm1_ttx_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN0391-div1-zone_gsl_my1_qkb,FETVĀ,fetvā
div1,2050-12-30,Tursko 3,DSCN0391-div1-zone_lt4_ny1_qkb,SUMMARY,summary_Croatian
div1,1841-01-01,Tursko 1,DSCN1925-div1-zone_pkd_qvx_cjb,HÜCCET,hüccet
div1,2050-12-30,Tursko 1,DSCN1925-div1-zone_ntq_vvx_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1716-div1-zone_oq3_5f2_bjb,FERMĀN,fermān_sūret
div1,2050-12-30,Tursko 3,DSCN9376-div1-zone_t1l_rmg_zlb,UNKNOWN,unknown
div1,1855-12-06,Tursko 3,DSCN0346-div1-zone_ulj_4kr_kkb,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 3,DSCN0346-div1-zone_ccs_rkr_kkb,SUMMARY,summary_Croatian
div1,1779-05-26,Tursko 1,DSCN1058-div1-zone_srh_mbk_1jb,BUYURULDU,beyāz_üzerine_buyuruldu
div1,2050-12-30,Tursko 1,DSCN1058-div1-zone_mm1_pbk_1jb,SUMMARY,summary_Croatian
div1,1773-03-22,Tursko 3,DSCN9362-div1-zone_z3l_f2g_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9362-div1-zone_mhz_d2g_zlb,SUMMARY,summary_Croatian
div1,1849-11-14,Tursko 3,DSCN0420-div1-zone_uky_w1h_skb,UNKNOWN,unkown
div1,1795-07-31,Tursko 4,DSCN2237-div1-zone_alm_wkz_cmb,YAFTA,yafta
div1,1823-11-30,Tursko 4,DSCN2236-div1-zone_gdg_dkz_cmb,TEZKIRE,tezkire
div1,1753-06-09,Tursko 3,DSCN0421-div1-zone_jnh_nch_skb,HÜCCET,hüccet
div1,1821-03-05,Tursko 3,DSCN9377-div1-zone_gx1_nng_zlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9377-div1-zone_wtp_lng_zlb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 4,DSCN2222-div1-zone_znk_xbz_cmb,DEFTER,defter
div1,2050-12-30,Tursko 4,DSCN2222-div1-zone_ejg_zbz_cmb,UNKNOWN,unknown
div1,1712-06-05,Tursko 3,DSCN0409-div1-zone_ehr_m5g_skb,HÜCCET,hüccet
div1,2050-12-30,Tursko 3,DSCN0384-div1-zone_jky_yv1_qkb,ʿILMÜHABER,ʿilmühaber
div1,1843-12-22,Tursko 1,DSCN1930-div1-zone_yts_1kd_djb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN1930-div1-zone_bpf_ckd_djb,SUMMARY,summary_Croatian
div1,1777-03-14,Tursko 2,DSCN8914-div1-zone_nsd_dfz_djb,FERMĀN,fermān_sūret
div1,2050-12-30,Tursko 2,DSCN8914-div1-zone_qn4_gfz_djb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 2,DSCN8914-div1-zone_azq_hfz_djb,SUMMARY,summary_Serbian
div1,1797-03-09,Tursko 2,DSCN8928-div1-zone_xxm_gxz_djb,TEZKIRE,tezkire_dīvānī
div1,2050-12-30,Tursko 2,DSCN8928-div1-zone_b4d_kxz_djb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN9161-div1-zone_bpt_3cq_h3b,DEFTER,defteri
div1,1844-10-28,Tursko 3,DSCN0145-div1-zone_uth_2rw_2jb,EMIN,EMIN_zabt_tezkire
div1,2050-12-30,Tursko 3,DSCN0145-div1-zone_qjm_grw_2jb,SUMMARY,summary_Croatian
div1,1848-03-26,Tursko 3,DSCN0151-div1-zone_ohn_htw_2jb,EMIN,EMIN_tapu_nāme
div1,2050-12-30,Tursko 3,DSCN0151-div1-zone_fs5_ltw_2jb,SUMMARY,summary_Croatian
div1,1799-12-08,Tursko 4,DSCN2008-div1-zone_x4l_sww_zlb,MÜRĀSELE,mürāsele
div1,2050-12-30,Tursko 4,DSCN2008-div1-zone_jk3_vww_zlb,SUMMARY,sumamry_Croatian
div1,1790-09-08,Tursko 3,DSCN0179-div1-zone_wdy_qpm_3jb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN0179-div1-zone_hcg_2qm_3jb,SUMMARY,summary_Croatian
div1,1833-05-18,Tursko 3,DSCN9149-div1-zone_ql5_tnk_hlb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9149-div1-zone_sm4_qnk_hlb,SUMMARY,summary_Croatian
div1,1787-10-11,Tursko 3,DSCN0186-div1-zone_hgd_pvm_3jb,EMIN,EMIN_izin_tapu_nāme
div1,2050-12-30,Tursko 3,DSCN0186-div1-zone_dvy_rvm_3jb,SUMMARY,summary_Croatian
div1,1826-08-03,Tursko 3,DSCN0192-div1-zone_ary_d5t_3jb,EMIN,EMIN_zabt_temessük
div1,2050-12-30,Tursko 3,DSCN0192-div1-zone_b1k_h5t_3jb,SUMMARY,summary_Croatian
div1,1789-09-19,Tursko 3,DSCN9015-div1-zone_qtj_2hz_wkb,BUYURULDU,beyāz_üzerine_buyuruldu_sūret
div1,1831-06-09,Tursko 4,DSCN2154-div1-zone_gg5_1qk_cmb,EMIN,EMIN
div1,2050-12-30,Tursko 4,DSCN2154-div1-zone_igv_fqk_cmb,SUMMARY,summary_Croatian
div1,1872-03-09,Tursko 8,DSCN0743-div1-zone_xrm_tsq_2mb,ʿILMÜHABER,ʿilmühaber
div1,1872-04-30,Tursko 8,DSCN0743-div1-zone_c3p_5sq_2mb,ʿILMÜHABER,ʿilmühaber
div1,1829-01-03,Tursko 3,DSCN9001-div1-zone_l1s_xsy_wkb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9001-div1-zone_ccm_5sy_wkb,UNKNOWN,unkown
div1,2050-12-30,Tursko 3,DSCN9001-div1-zone_pt2_wsy_wkb,SUMMARY,summary_Croatian
div1,1819-11-16,Tursko 3,DSCN9029-div1-zone_d3c_z2p_xkb,MÜRĀSELE,mürāsele
div1,1855-10-08,Tursko 1,DSCN0970-div1-zone_ist_scf_z3b,ʿILMÜHABER,ʿilmühaber
div1,2050-12-30,Tursko 1,DSCN0970-div1-zone_ryq_5cf_z3b,SUMMARY,summary_Croatian
div1,1855-10-08,Tursko 1,DSCN0970-div1-zone_vnb_2qj_1jb,ʿILMÜHABER,ʿilmühaber
div1,1839-03-06,Tursko 1,DSCN0964-div1-zone_nh1_jsz_y3b,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN0964-div1-zone_j3c_lsz_y3b,SUMMARY,summery_Croatian
div1,1839-03-06,Tursko 1,DSCN0964-div1-zone_pvb_ktj_1jb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN0964-div1-zone_mh1_mtj_1jb,SŪRET,stamp_sūret
div1,2050-12-30,Tursko 1,DSCN0964-div1-zone_wvn_mtj_1jb,SUMMARY,summary_Crotatian
div1,2050-12-30,Tursko 4,DSCN2424-div1-zone_udz_cy5_dmb,UNKNOWN,unknown
div1,1831-06-09,Tursko 3,DSCN9217-div1-zone_wl2_2vt_klb,EMIN,EMIN
div1,2050-12-30,Tursko 3,DSCN9217-div1-zone_mzm_cvt_klb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 1,DSCN1893-div1-zone_e1v_fxw_cjb,ʿILMÜHABER,ʿilmühaber_tapu_senedi
div1,2050-12-30,Tursko 1,DSCN1893-div1-zone_y4z_xxw_cjb,SUMMARY,summary_Croatian
div1,2050-12-30,Tursko 3,DSCN9203-div1-zone_myy_m4t_klb,SENED,cizye_senedi
div1,1838-04-11,Tursko 6,DSCN0541-div1-zone_jw3_w53_2mb,UNKNOWN,unknown
div1,2050-12-30,Tursko 1,DSCN1887-div1-zone_vhn_mtw_cjb,ʿARZIHĀL,ʿarz-ı_hāl
div1,1831-05-16,Tursko 1,DSCN1887-div1-zone_ufk_rtw_cjb,BUYURULDU,buyuruldu
div1,2050-12-30,Tursko 1,DSCN1887-div1-zone_k2d_ttw_cjb,SUMMARY,summary_Croatian
div1,1795-04-11,Tursko 4,DSCN2356-div1-zone_jlx_3mn_dmb,MÜRĀSELE,mürāsele
div1,1813-08-08,Tursko 4,DSCN2430-div1-zone_qkr_sbv_dmb,MÜRĀSELE,mürāsele
div1,1789-06-22,Tursko 4,DSCN2418-div1-zone_exm_q55_dmb,MÜRĀSELE,mürāsele
div1,1846-11-01,Tursko 6,DSCN0569-div1-zone_z31_4jj_2mb,IʿLĀM,iʿlām_maʿrūz
div1,2050-12-30,Tursko 6,DSCN0569-div1-zone_oxj_qjj_2mb,SUMMARY,summary_Croatian
div1,1809-02-14,Tursko 1,DSCN1663-div1-zone_rjx_fyw_1jb,HÜCCET,hüccet
div1,1819-05-27,Tursko 1,DSCN1688-div1-zone_h4s_f2y_1jb,EMIN,EMIN
div1,2050-12-30,Tursko 1,DSCN1688-div1-zone_wkz_32y_1jb,SUMMARY,summary_Craotian
div1,2050-12-30,Tursko 4,DSCN2381-div1-zone_lj5_fxn_dmb,EMIN,EMIN
div1,1825-08-11,Tursko 4,DSCN2395-div1-zone_mvb_kys_dmb,MÜRĀSELE,mürāsele
