aspectRatioType,calligraphy,cert,created,date,date_H,date_M,element,foldingMethod,fond,from,fulltext,huve,item,lang,lineage,memo,nameFull,note,note-mine,note-relation,note-sumamry,note-summary,note-summery,note-translation,number,openingPhrase,persName,placeFull,placeName,relationWithAnotherItems,stamp_c,stamp_o,title,transcription,type,type_formatted,witness
,,,2050-12-30,,,,div1,,,,"Altısenelik virgü ʿilmühaber
          
... fī",,,,,,,,,,,,,,,,,,,,,,DSCN0384-div1-zone_jky_yv1_qkb,,ʿilmühaber,ʿilmühaber,
,,,1843-12-22,1843-12-22,,,div1,,,,"... fī 1 Z sene 259



...",,,,,,,,,,,,,,,,,,,,,,DSCN1930-div1-zone_yts_1kd_djb,,EMIN,emin,
,,,2050-12-30,1843,,,div1,,,,... 1843.,,,,,,,,,,,,,,,,,,,,,,DSCN1930-div1-zone_bpf_ckd_djb,,summary_Croatian,summary,
,,,1777-03-14,1777-03-14,,,div1,,,,"... el-yevmi'l-hāmis Saferi'l-...
sene ahadā ve tisʿīn ve mie ve elif",,,,,,,,,,,,,,,,,,,,,,DSCN8914-div1-zone_nsd_dfz_djb,,fermān_sūret,fermān,
,,,2050-12-30,1777-03-14|1777-02-13,,,div1,,,,Darum: 5. safer 1191 - 13. februar 1777.,,,,,,,,,,,,,,,,,,,,,,DSCN8914-div1-zone_qn4_gfz_djb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN8914-div1-zone_azq_hfz_djb,,summary_Serbian,summary,
,,,1797-03-09,1797-03-09,,,div1,,,,"... fī 11 N sene 1211



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN8928-div1-zone_xxm_gxz_djb,,tezkire_dīvānī,tezkire,
,,,2050-12-30,1797-03-09|1797-03-10,,,div1,,,,Datum: 11 ramazan 1211 - 10 mart 1797,,,,,,,,,,,,,,,,,,,,,,DSCN8928-div1-zone_b4d_kxz_djb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"hüve
            Foyniçe kazāsına tābiʿ Kirşevo kurbında vākiʿ Latin milletinin kiliselerine merbūt arāzī mīrīnin
            aʿaşār bedelātı mübeyyin defteridir
            bedelāt",,,,,,,,,,,,,,,,,,,,,,DSCN9161-div1-zone_bpt_3cq_h3b,,defteri,defter,
,,,1844-10-28,1845-01-08|1844-10-28,,,div1,,,,"Tekâlif-i ...
					Hüve
					Vech-i tahrīr-i vfhurūf oldur ki
					işbu bin iki yüz altmış senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿasına tābiʿ MRATNIÇ cemāʿat
					hudūd dāhilinde bir kıtʿa tarla müslimīn mahallesinde sākin El-hacc Feyzullāh oğulu MOLLA ʿABU kend-i taht-ı
					tasarrıfında bulunan BUÇİRKOLA demekle bir taraf nasrānīMARKOYNİÇİÇE tarlası ve taraf-ı sānī karındaşı
					Hasan tarlası ve taraf-ı sālis ve rābiʿ tarīka-i ʿām ile mahdūd ve mumtāz olub işbu dārende-i hurūf
					Kirşevo varoş kilisada sākin ruhbānı PRALUKA zimmī resm-i tapuyla beş yüz guruş
					bedel[i] mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüb ol dahi kabūl biz dahi mukātaʿa emīn
					bulduğumuz hasebiyle ruhbān PRALUKA tafvīz virle ve yedine işbu zabt-ı tezkire virildi
					tarafımızdan ve taraf-ı āhardan bir kimesne mārniʿmāniʿ ve müdāhale olunmaya fī 16 Şevvāl sene 1260



El-me'mūru'l-memhūr
						Mehmed Emīn-i Mukā-
						taʿa-i Kirşevo
						Hālā 



Şühūdu'l-hāl
						Paşa Ağa El-hāccı İbrāhīmoğulu
						ʿan Visoka
						BİRANK Mollā İbrāhīm ʿan Kirşevo
						Zimmī İLYAKO Īwān VPLE
						ve gayrihim",,,,,,,,,,,,,,,,El-hacc Feyzullāh oğulu MOLLA ʿABU|MARKOYNİÇİÇE|Hasan|PRALUKA|PRALUKA,,MRATNIÇ|BUÇİRKOLA|Kirşevo,,,,DSCN0145-div1-zone_uth_2rw_2jb,,EMIN_zabt_tezkire,emin,
,,,2050-12-30,1844,,,div1,,,,"... na ...
					1844. gr. 500. Nno 26.",,,,,,,,,,,,,,,,,,,,,,DSCN0145-div1-zone_qjm_grw_2jb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2495-4-div1-zone_vzj_sgy_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2495-4-div1-zone_l3k_2hy_ssb,,sened,sened,
,,,1848-03-26,1848-03-26,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūh oldur ki
					bā-berāt-ı Pādişāhıyla ber-vech-i mutasarrıf oldığı tımār ... kurālarında Kirşevo nāhiyesinde KOMARI
karyesinde hudū[d] dāhilinde mutasarrıf olan MHT KOLIŞ veled-i YAVO nām kendi taht-ı tasarrıfından
					bulunan bir kıtʿa tarla PRAPKA... demekle bir taraf Īvān KOYŞ tarlası … varınca bir taraf
					gardiyān tarlası ve yine bir kıtʿa tarlaya … varınca ve yine bir kıtʿa tarla ... YKARUK ve yine bir kıtʿa tarla
					BITO demekle ve yine bir kıtʿa VRTO demekle bir taraf gardiyān VIRTLI ve yine bir kıtʿa ve bir taraf
						VNAK demekle
					ve yine bir kıtʿa bağçe demekle bir taraf tarīk ve taraf GAGOLA bağçesi ve yine ormanın ... bir taraf
					GAGOLA varınca gāye GRADİÇ hudud(?) ile ve ...tevābiʿ ve ... ne bulundukça ...
					biz dahi sāhşbi'l-arz bulunduğu ... biz dahi ... kānūn-uı pādişāh üzere işbu dārende-i
					dārende-i hurūf-u Kirşevo kilisada gardiyān nām ... tapu ile iki bin guruş bedel-i ferāğ hakk
					... beyʿ-i bāt katʿiyle beyʿ edüp ... tapusunu ... baʿde'l-ahz ... mesfūrun ...
					feragatında müşteri gardiyān tafviz ve zabt ve zirāʿat izin ve ruhsat virdüm işbu tapu nām[e] iʿtā
					olundu zabt ve tasarrufuna içün bir tarafdan mānʿ ve müdāhale olunmaya fī 21 R sene 264



El-HAKIRi'l-Hāccı
						Mehmed el-me'mūr 


ʿAbdü'l-hāccı
							Mehmed Emīn-i
							... 




Şühūdu'l-hāl
						PRAYLE Mollā Ahmed KMMACI
						Mehmed KBNUR
						Mollā ʿAlī KBNUR
						Mollā Mehmed RZAN
						İlya KURU
						İstepan KURU
						İVU KOLİŞ
						ve gayrihim mine'l-...",,,,,,,,,,,,,,,,MHT KOLIŞ veled-i YAVO|gardiyān|... YKARUK|BITO|VRTO|gardiyān VIRTLI|VNAK|gardiyān|Mehmed,,Kirşevo|KOMARI,,,,DSCN0151-div1-zone_ohn_htw_2jb,,EMIN_tapu_nāme,emin,
,,,2050-12-30,1848,,,div1,,,,"Kulisheva 1848
gr 2000. Nno 19.",,,,,,,,,,,,,,,,,,,,,,DSCN0151-div1-zone_fs5_ltw_2jb,,summary_Croatian,summary,
,,,1799-12-08,1799-12-08,,,div1,,,,"... hurira fī 11 şehr Receb
          sene 1214




...",,,,,,,,,,,,,,,,,,,,,,DSCN2008-div1-zone_x4l_sww_zlb,,mürāsele,mürāsele,
,,,2050-12-30,1799,,,div1,,,,"... 
          1799",,,,,,,,,,,,,,,,,,,,,,DSCN2008-div1-zone_jk3_vww_zlb,,sumamry_Croatian,summary,
,,date_cert_low,1790-09-08,1790-09-08|1791-03-10|1790-09-08,,,div1,,,,"Vech-i tahrīr-i hurūf oldur ki
					işbu bin iki yüz dört senesinde der ʿuhde ve iltizā-
					mımızda bulunan Kirşevo mukātaʿası kurālarında
					KOYSINA karyesi hudūd dāhilinde arāz[ī]-ı mīrīye-
					si mutasarrıflarında zimmī YUZB veled-i Nikola YÖRK
nām zimmīnin kendi taht-ı tasarrıfında bir kıtʿa tarla ...
					LOÇÇE demekle hudūd ... -sıyla işbu dārende-i hurūf
					Kirşevo kilisanın gardiyān HRA Marko KRAKİÇ
nām zimmīnin resmiyle on beş asadī guruş mukābele-
					sinde beyʿ ve ferāğ edüp onlar dahi kabūl edüb
					biz dahi me'mūrimiz ... cāiz
					görüp tasarrıfına kimesne māniʿ olunmaya
				


El-fakīr
						Ahmed Emīn-i
						Kirşevo




Şühūdu'l-hāl
						Mollā(?) Sālih
						Paşalık ʿan
						Müslimīn
Sālih ʿAlemdār(?)
								GOGAzāde
Zimmī Mato LALK
Zimmī PETRORAK
Zimmī GAŞO KRAKK
								ʿan VARNK



Be-her nakit para ... 




Die 10 Mar(?) 1791
Kupi manashi od ...
					mahu ...
					ljednu ...
					goporida ...
					mo dovniki ...
					sanla, u ...
					Nno 1.
					1204.",,,,,,,,,,,,,,,,"zimmī YUZB veled-i Nikola YÖRK|HRA Marko KRAKİÇ|El-fakīr
						Ahmed Emīn-i
						Kirşevo|Mollā(?) Sālih
						Paşalık ʿan
						Müslimīn
Sālih ʿAlemdār(?)
								GOGAzāde
Zimmī Mato LALK
Zimmī PETRORAK
Zimmī GAŞO KRAKK
								ʿan VARNK||Sālih ʿAlemdār(?)
								GOGAzāde|Zimmī Mato LALK|Zimmī PETRORAK|Zimmī GAŞO KRAKK
								ʿan VARNK",,Kirşevo|KOYSINA|LOÇÇE|Kirşevo|Kirşevo,,,,DSCN0179-div1-zone_wdy_qpm_3jb,,EMIN,emin,
,,date_cert_low,2050-12-30,1791-03-10|1790-09-08,,,div1,,,,"Die 10 Mar(?) 1791
Kupi manashi od ...
					mahu ...
					ljednu ...
					goporida ...
					mo dovniki ...
					sanla, u ...
					Nno 1.
					1204.",,,,,,,,,,,,,,,,,,,,,,DSCN0179-div1-zone_hcg_2qm_3jb,,summary_Croatian,summary,
,,,1833-05-18,1833-05-18,,,div1,,,,"işbu bin iki yüz krık sekiz senesinde der ... 



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN9149-div1-zone_ql5_tnk_hlb,,EMIN,emin,
,,,2050-12-30,1833,,,div1,,,,... fī 1833 ...,,,,,,,,,,,,,,,,,,,,,,DSCN9149-div1-zone_sm4_qnk_hlb,,summary_Croatian,summary,
,,date_cert_medium,1787-10-11,1787-10-11,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf oldur ki
					işbu bin iki yüz bir senesine mahsūben der ʿuhde ve iltizāmımızda bulunan
						Kirşevo mukātaʿası
					... KOYSINA ... arz-ı mīrīye mutasarrıfya(?) olan bir kıtʿa tarlası mutasarrıfıya(?) olan
					
zimmī MATO veled-i PETRE ZAKUÇNK demekle maʿrūf bir taraf-ı zimmī MATOH
						OLYK SRAKE
ve bir tarafıya(?) DMTYE PALOH TZRATINA tarlası ve bir tarafıya(?) müşter-i mezbūr ... tarlası ve taraf-ı
					...
					ve birinci(?) işbu dārende-i hurūf ÇOH DKARRA ZIMMI VIRLİK MINA nām-ı mesfūr
					yiğirmi asadī guruş mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüp biz dahi emīn-i
					mukātaʿası buluduğumuz hasebiyle beyʿlerine cā'iz görüp ve mesfūr ... tasarrıfına(?)
					izin tapu nām[e] yedine virildi mā-dām ki sāl be-sālan taraf-ı mīrī[ye] rāciʿ olan edāyı teslīm
					edere(?) 


...
						Me'mūr-i(?) Mukātaʿa-i Kirşevo(?) 



Şühūdu'l-hāl
						Zimmī MAYK ʿAnton
ʿAUTIK ʿAndriye
KIKI ʿAnton
Petre DULKRE
MIVO Īwān",,,,,,,,,,,,,,,,"zimmī MATO veled-i PETRE ZAKUÇNK|zimmī MATOH
						OLYK SRAKE|DMTYE PALOH TZRATINA|müşter-i mezbūr|ÇOH DKARRA ZIMMI VIRLİK MINA|Zimmī MAYK ʿAnton|ʿAUTIK ʿAndriye|KIKI ʿAnton|Petre DULKRE|MIVO Īwān",,Kirşevo|KOYSINA,,,,DSCN0186-div1-zone_hgd_pvm_3jb,,EMIN_izin_tapu_nāme,emin,
,,,2050-12-30,,,,div1,,,,"Temesuch od prove u Kojeini.
					Nno 22.
					115",,,,,,,,,,,,,,,,,,,,,,DSCN0186-div1-zone_dvy_rvm_3jb,,summary_Croatian,summary,
,,,1826-08-03,1826-08-03,,,div1,,,,"Vech-i tahrīr-i temessük oldur ki
					işbu bin iki yüz krık bir senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo
					mukātaʿasına tābiʿ KOYSINA
karyesinde sākin PAVLYA veled-i ʿAnton nām nasrānī mutasarrıf eyledüğü bir kıtʿa DUL demekle işbu
					dārendegân-ı Kirşevo varoş kilisanın rāhiblere resm-i tapu ile dokusan dokuz guruş
					mukābelesinde beyʿ-i bāt katʿiyle beyʿ edüp ol dahi kabūl biz dahi mukātaʿa emīni bulunduğumuz
					hasebiyle mesfūrlara tafvīz birle ve yedlerine işbu zabt-ı temessük virildi mā-dām ki sāl be-sāl
					cānib-i mīrīye ʿāit ve rāciʿ olan ʿāşār-i şeriʿye ve rüsūmāt-u ʿörfiye edā ile
					tarafımızdan ve taraf-ı āhardan hiç kimesne māniʿ ve müdāhale olunmaya 


...
						Mustafa Emīn-i
						Mukātaʿa-i Kirşevo
						Hālā
						M 



Şühūdu'l-hāl
						Dervīş İbrāhīm Ağa
						ʿAbdī ʿAlemdār
						PAVU OK
PAVU RAYE
Peter ...
							LALK",,,,,,,,,,,,,,,,"PAVLYA veled-i ʿAnton|rāhiblere|mesfūrlara|Mustafa|İbrāhīm|ʿAbdī|PAVU OK|PAVU RAYE|Peter ...
							LALK",,Kirşevo|KOYSINA|DUL,,,,DSCN0192-div1-zone_ary_d5t_3jb,,EMIN_zabt_temessük,emin,
,,,2050-12-30,1826|1826-08-03,,,div1,,,,"Jajna na Do Povilie Auta na Kieha
					Za 99. gr: 1826.
					1241. Nno 28.
					124",,,,,,,,,,,,,,,,,,,,,,DSCN0192-div1-zone_b1k_h5t_3jb,,summary_Croatian,summary,
,,,1789-09-19,1789-09-19,,,div1,,,,... sene 1203,,,,,,,,,,,,,,,,,,,,,,DSCN9015-div1-zone_qtj_2hz_wkb,,beyāz_üzerine_buyuruldu_sūret,buyuruldu,
,,,1831-06-09,1831-06-09,,,div1,,,,"işbu bin iki krık altı senesinde der ... 
          



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2154-div1-zone_gg5_1qk_cmb,,EMIN,emin,
,,,2050-12-30,1831|1831-06-09,,,div1,,,,"...1831
Nno 18. 1246.",,,,,,,,,,,,,,,,,,,,,,DSCN2154-div1-zone_igv_fqk_cmb,,summary_Croatian,summary,
,,,1872-03-09,1872-03-09,,,div1,,,,... sene 1288,,,,,,,,,,,,,,,,,,,,,,DSCN0743-div1-zone_xrm_tsq_2mb,,ʿilmühaber,ʿilmühaber,
,,,1872-04-30,1872-04-30,,,div1,,,,"... fī 22 Şübat sene 89 ...
        



...






...",,,,,,,,,,,,,,,,,,,,,,DSCN0743-div1-zone_c3p_5sq_2mb,,ʿilmühaber,ʿilmühaber,
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2493-2-div1-zone_vw2_q2y_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2493-2-div1-zone_gwb_cfy_ssb,,sened,sened,
,,,1829-01-03,1829-01-03,,,div1,,,,"... fī 27 C sene 244



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9001-div1-zone_l1s_xsy_wkb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9001-div1-zone_ccm_5sy_wkb,,unkown,unknown,
,,,2050-12-30,1829,,,div1,,,,... 1829 ...,,,,,,,,,,,,,,,,,,,,,,DSCN9001-div1-zone_pt2_wsy_wkb,,summary_Croatian,summary,
,,,1819-11-16,1819-11-16,,,div1,,,,"ve'l-selām fī 29 M sene 235




...",,,,,,,,,,,,,,,,,,,,,,DSCN9029-div1-zone_d3c_z2p_xkb,,mürāsele,mürāsele,
,,,1855-10-08,1855-10-08,,,div1,,,,... 27 Muharrem 72,,,,,,,,,,,,,,,,,,,,,,DSCN0970-div1-zone_ist_scf_z3b,,ʿilmühaber,ʿilmühaber,
,,,2050-12-30,1856|1628|1850-12-01|1857-08-19,,,div1,,,,"... 1856 ... 1628
1267. 27. Muharrem
1273 Nno 5.",,,,,,,,,,,,,,,,,,,,,,DSCN0970-div1-zone_ryq_5cf_z3b,,summary_Croatian,summary,
,,,1855-10-08,1855-10-08,,,div1,,,,"... fī 27 Muharrem 72



...",,,,,,,,,,,,,,,,,,,,,,DSCN0970-div1-zone_vnb_2qj_1jb,,ʿilmühaber,ʿilmühaber,
,,,1839-03-06,1838-03-25|1839-03-06,,,div1,,,,"Hüve
Vech-i tahrīr-i hurūf oldur ki
işbu bin elli üç senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿasına tābiʿ müslimīn cemāʿatinde tābiʿ
nefs-i(?) müslimīn Kub(?) karyesi hudūdunda mütevattınlarında zimmī [人名] veled-i İyvan mutasarrıflarında
nām kimesneden taht-ı tasarrıfında bulunan bir katʿiyla tarla [人名？] dimekle bir taraf [人名]'nin tarlası ve taraf-ı
sānī dere ve taraf-ı sālis müşterī ruhbān tarlası ve taraf-ı rābiʿ dere işbu dārende-i hurūf Kirşevo varoş
kilise gardiyān mübādele içün bir ... akçe ve bir ...　yalnız iki yüz elli guruş resmiyle mübādele içün
ahz ve kavz beyʿ-i bāt katʿiyle beyʿ idüb ol dāhi minvāl-ı muharrer üzere kabūl biz dahi
mukātaʿa emīn bulunduğumuz hasebiyle ve mesfūr gardiyānı yedine virildi işbu temessük zabt
tarafımızdan ve taraf-ı āhardan kimesne māniʿ ve müdāhal[e] olunmaya 21 Z 254



El-me'mūr bi'l-mümühūr Rüşdī Süleymān mukātaʿa emīn-i Kirşevo M




Şühūdu’l-hāl
... Mustafa Mü'ezzin
Süleymān ...
...
...
ve garyuhu",,,,,,,,,,,,,,,,gardiyān|Rüşdī Süleymān|Mustafa|Süleymān,,,,,,DSCN0964-div1-zone_nh1_jsz_y3b,,EMIN,emin,
,,,2050-12-30,1839|1838-03-25,,,div1,,,,"...
...
... 1839 - 1253.
Nno 3.
46",,,,,,,,,,,,,,,,,,,,,,DSCN0964-div1-zone_j3c_lsz_y3b,,summery_Croatian,summary,
,,,1839-03-06,1839-03-06,,,div1,,,,... fī 21 Z 254,,,,,,,,,,,,,,,,,,,,,,DSCN0964-div1-zone_pvb_ktj_1jb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0964-div1-zone_mh1_mtj_1jb,,stamp_sūret,stamp,
,,,2050-12-30,1839|1838-03-25,,,div1,,,,"... 1839 - 1253.
Nno 3.",,,,,,,,,,,,,,,,,,,,,,DSCN0964-div1-zone_wvn_mtj_1jb,,summary_Crotatian,summary,
,,,2050-12-30,,,,div1,,,,"...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2424-div1-zone_udz_cy5_dmb,,unknown,unknown,
,,,1831-06-09,1831-06-09,,,div1,,,,"işbu bin iki yüz krık altı senesinde der ... 



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9217-div1-zone_wl2_2vt_klb,,EMIN,emin,
,,,2050-12-30,1831,,,div1,,,,... 1831 ...,,,,,,,,,,,,,,,,,,,,,,DSCN9217-div1-zone_mzm_cvt_klb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fī  sene 12[空欄]




...
						



...
							





...
						




...
						



...
							





...
						



...",,,,,,,,,,,,,,,,,,,,,,DSCN1893-div1-zone_e1v_fxw_cjb,,ʿilmühaber_tapu_senedi,ʿilmühaber,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1893-div1-zone_y4z_xxw_cjb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9203-div1-zone_myy_m4t_klb,,cizye_senedi,sened,
,,date_cert_low,1838-04-11,1838-04-11,,,div1,,,,"... fī 17 M 54




...






...",,,,,,,,,,,,,,,,,,,,,,DSCN0541-div1-zone_jw3_w53_2mb,,unknown,unknown,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1887-div1-zone_vhn_mtw_cjb,,ʿarz-ı_hāl,ʿarzıhāl,
,,,1831-05-16,1831-05-16,,,div1,,,,buyuruldu fī 5 ... sene 1246,,,,,,,,,,,,,,,,,,,,,,DSCN1887-div1-zone_ufk_rtw_cjb,,buyuruldu,buyuruldu,
,,,2050-12-30,1830,,,div1,,,,1830.,,,,,,,,,,,,,,,,,,,,,,DSCN1887-div1-zone_k2d_ttw_cjb,,summary_Croatian,summary,
,,,1795-04-11,1795-04-11,,,div1,,,,"... hurira fī 22 N sene 1209




...",,,,,,,,,,,,,,,,,,,,,,DSCN2356-div1-zone_jlx_3mn_dmb,,mürāsele,mürāsele,
,,,1813-08-08,1813-08-08,,,div1,,,,"...
          ... fī 11 Ş sene 1228




...",,,,,,,,,,,,,,,,,,,,,,DSCN2430-div1-zone_qkr_sbv_dmb,,mürāsele,mürāsele,
,,date_cert_low,1789-06-22,1789-06-22,,,div1,,,,"...
          ... hurira Ramazānı'l-mubārek sene 1203



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2418-div1-zone_exm_q55_dmb,,mürāsele,mürāsele,
,,,1846-11-01,1846-11-01,,,div1,,,,"... fī 13 Za sene 262



...",,,,,,,,,,,,,,,,,,,,,,DSCN0569-div1-zone_z31_4jj_2mb,,iʿlām_maʿrūz,iʿlām,
,,,2050-12-30,1846,,,div1,,,,"...
          ... 1846",,,,,,,,,,,,,,,,,,,,,,DSCN0569-div1-zone_oxj_qjj_2mb,,summary_Croatian,summary,
,,,1809-02-14,1809-02-14,,,div1,,,,"... minh suls ve ʿaşrīn ve mieteyn ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN1663-div1-zone_rjx_fyw_1jb,,hüccet,hüccet,
,,,1819-05-27,1819-05-27,,,div1,,,,"Hüve
Vech-i tahrīr-i hurūf budur ki
bā berāt-ı şerīf-i ʿālīşān mutasarrıf olduğum tımārım kurālarından KOMAR karyesi hudūd dāhilinde
arāzī-i mīrīye mutasarrıflarından Hadīce bint-i [空欄] hātın taht-ı tasarrıfında bulunan arāzī-i
mīrīye örüsüyle ve korusuyla ve mülk emlākıyla ve āsiyāb-ı hissesiyle ve bi'l-cümle tevābīʿ ve levāhikiyle
işbu dārende-i hurūf ÇİRKOVANAK karyesinden ÇİÇEZSTTI POTA veled-i Yivān nām kimesneye resmiyle
altı yüz altmış guruş bedel mukābelesinde beyʿ katʿiyle beyʿ ve hakkı-ı tasarrıfın ferāgat etmekle
biz dahi sāhibi'l-arz bulunduğumuz hasebiyle beyʿ ... tecvīz ve arāzī-i mezkūri bi'l-cümle
tevābīʿ ve levāhikiyle mesfūr [人名]'ya tafvīz edüb mā-dām ki birer sene tarafımıza ʿāid olan
aʿaşār-ı şerʿiye ve rusūmāt-ı sā'ire edā ede arāzī-i merkūmeyi zabt ve tasarrıfına mesfūr [人名]'ya
izin birle tarafımızdan ve taraf-ı āhardan bir kimesne māniʿ olmaya hurira fī 3 Şaʿabān 1234



El-fakīr Mehmed Sipāhī karye-i mezkūr M




Şühūdu’l-hāl
Feyzullāh Ağa SRDNKCDY
Sālih ʿAlemdār KOGYEK
ʿAbdüllāh ʿAlemdār ÇİZSİK
Ahmad Beşe ŞARINKİYE
Mustafa Beşe AZUSRAY
ve gayruhum",,,,,,,,,,,,,,,,,,,,,,DSCN1688-div1-zone_h4s_f2y_1jb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN1688-div1-zone_wkz_32y_1jb,,summary_Craotian,summary,
,,,2050-12-30,,,,div1,,,,"... hurira fī 15




...
						




...",,,,,,,,,,,,,,,,,,,,,,DSCN2381-div1-zone_lj5_fxn_dmb,,EMIN,emin,
,,date_cert_medium,1825-08-11,1825-08-11,,,div1,,,,"...hurira fī 27 Z sene 40




...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2395-div1-zone_mvb_kys_dmb,,mürāsele,mürāsele,
,,,2050-12-30,1825,,,div1,,,,"...
          ... 1825.",,,,,,,,,,,,,,,,,,,,,,DSCN2395-div1-zone_nt4_mys_dmb,,summary_Croatian,summary,
,,,1760-08-16,1760-08-10|1760-08-12|1760-08-16,,,div1,,,,"...



...





olalar deyu buyuruldu
fī 28 ... 173




... fī gürre-i Muharremi'l-harām sene arbaʿ ve sabʿīn
ve mie ve elif




... fī 5 M 74




...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1844-div1-zone_ykg_hcq_cjb,,ʿarz-ı_hāl_buyuruldu_iʿlām_sūret,ʿarzıhāl,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1844-div1-zone_ilt_jcq_cjb,,ʿarz-ı_hāl_sūret,ʿarzıhāl,
,,,1760-08-10,1760-08-10,,,div1,,,,"olalar deyu buyuruldu
fī 28 ... 173",,,,,,,,,,,,,,,,,,,,,,DSCN1844-div1-zone_zdj_lcq_cjb,,buyuruldu_sūret,buyuruldu,
,,,1760-08-12,1760-08-12,,,div1,,,,"... fī gürre-i Muharremi'l-harām sene arbaʿ ve sabʿīn
ve mie ve elif",,,,,,,,,,,,,,,,,,,,,,DSCN1844-div1-zone_v11_ncq_cjb,,iʿlām_sūret,iʿlām,
,,,1760-08-16,1760-08-16,,,div1,,,,... fī 5 M 74,,,,,,,,,,,,,,,,,,,,,,DSCN1844-div1-zone_r2q_4cq_cjb,,buyuruldu_sūret,buyuruldu,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1844-div1-zone_gs5_rcq_cjb,,summary_Croatian,summary,
,,date_cert_low,1807-12-12,1807-12-12,,,div1,,,,"... min el-şehr Şevvāl mükerrem min yevm
ʿaşar isnā sene isnā ʿaşrīn mieteyn ve elif



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1837-div1-zone_u3k_xxp_cjb,,hüccet,hüccet,
,,,1778-10-30,1778-10-30,,,div1,,,,"... hurira fī 9 L sene 192



...",,,,,,,,,,,,,,,,,,,,,,DSCN2457-div1-zone_qbg_1sv_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2443-div1-zone_vzp_thv_dmb,,note,note,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2443-div1-zone_lhv_5hv_dmb,,note,note,
,,date_cert_unknown,1801-01-09,1801-01-09,,,div1,,,,"... hurira fī 24 Ş 15




...",,,,,,,,,,,,,,,,,,,,,,DSCN2325-div1-zone_mcf_mwm_dmb,,mürāsele,mürāsele,
,,,1866-05-14,1866-05-14,,,div1,,,,"... işbu bin iki yüz seksen iki senesinde
der ...
        


...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2319-div1-zone_j23_4sm_dmb,,EMIN,emin,
,,date_cert_medium,2050-12-30,1769,,,div1,,,,"...
          ... 1769 ...",,,,,,,,,,,,,,,,,,,,,,DSCN2319-div1-zone_yjx_rsm_dmb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"olmaz



...",,,,,,,,,,,,,,,,,,,,,,DSCN0081-div1-zone_gzx_y2z_k3b,,fetvā,fetvā,
