aspectRatioType,calligraphy,cert,created,date,date_H,date_M,element,foldingMethod,fond,from,fulltext,huve,item,lang,lineage,memo,nameFull,note,note-mine,note-relation,note-sumamry,note-summary,note-summery,note-translation,number,openingPhrase,persName,placeFull,placeName,relationWithAnotherItems,stamp_c,stamp_o,title,transcription,type,type_formatted,witness
,,,2050-12-30,,,,div1,,,,"... fī
					




...
							






...
							






...
							






...
							






...",,,,,,,,,,,,,,,,,,,,,,DSCN2489-6-div1-zone_hdm_rzx_ssb,,sened,sened,
,,,2050-12-30,,,,div1,,,,"... fī
					




...",,,,,,,,,,,,,,,,,,,,,,DSCN2489-6-div1-zone_mpn_b1y_ssb,,sened,sened,
,,,1835-04-27,1835-04-27,,,div1,,,,"işbu bin iki yüz elli senesinde der ... 
          



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2133-div1-zone_d4q_kgk_cmb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2133-div1-zone_i1n_4gk_cmb,,summary_Croatian,summary,
,,,1799-10-13,1799-10-13,,,div1,,,,"... fī 14 Cemaziye'l-evvel sene 1214



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9066-div1-zone_hp1_b5s_flb,,EMIN,emin,
,,,2050-12-30,1805,,,div1,,,,... 1805.,,,,,,,,,,,,,,,,,,,,,,DSCN9066-div1-zone_o5m_yts_flb,,summary_Croatian,summary,
,,,1801-07-11,1801-07-11,,,div1,,,,"işbu bin iki yüz on altı senesinde Martı ibtidāsında Şubatı gāyene
          değin der ...
        


...",,,,,,,,,,,,,,,,,,,,,,DSCN9072-div1-zone_bvd_jys_flb,,EMIN,emin,
,,,1831-12-24,1832-05-29|1831-12-24,,,div1,,,,"işbu bin iki yüz krık yedi senesinde der ...
          ... fī 20 B sene 247



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2127-div1-zone_mnf_bdk_cmb,,EMIN,emin,
,,date_cert_medium,2050-12-30,1832-05-29,,,div1,,,,"... fī 
          Nno 14. 1247.",,,,,,,,,,,,,,,,,,,,,,DSCN2127-div1-zone_vr4_ddk_cmb,,summary_Croatian,summary,
,,,1773-10-09,1773-10-09,,,div1,,,,"... hurira fī 23 Recebi'l-... sene 1187



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2090-div1-zone_wpk_vs5_bmb,,mürāsele,mürāsele,
,,,2050-12-30,1773,,,div1,,,,"... 1773
90",,,,,,,,,,,,,,,,,,,,,,DSCN2090-div1-zone_hz2_zs5_bmb,,summary_Croatian,summary,
,,,1849-11-14,1849-11-14,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf oldur ki
					işbu bin iki yüz altmış beş senesinde der ʿuhde ve iltizāmımızda bulunan Kirşevo mukātaʿası
					Kirşevo varoş hudūd dāhilinde arāzī-i mīrīye bir kitʿa tarla ŞİNŞİ NAKA demekle bir taraf
					KOYAKIÇ Īvān tarlası ve taraf-ı sānī ʿANTON MATAN tarlası ve taraf-ı sālis ve rābiʿ tarīk-i
					ʿāmlarıyla mahdūd ve mumtāz olub Kirşevo varoş mutavattınlarından zimmī TONA KORIÇ
mutasarrıf eyledüğü işbu dārende-i hurūf Kirşevo varoş kilisadan gardiyān nām-ı mesfūre
					resm-i tezkire ile üç yüz otuz guruş bedeli ve ... mukābelesinde beyʿ-i bāt katʿiyle
					beyʿ edüb biz dahi mukātaʿa me'mūriyetimiz hasebiyle resm-i bedel ahz mesfūr gardiyāna tafvīz
					ve yedine işbu zabt-ı tezkire virildi mā-dām ki taraf-ı mīrīye rāciʿ olan ʿöşri [ve] rüsūmāt
					mīrīsine edā tarafımızdan ve taraf-ı āhardan bir kimesne māniʿ olunmaya 


El-me'mūr Mehmed
						Emīn-i Mukā-
						taʿları
						Hālā
						M 
					


Mehmed ...
							234(?) 




Şühūdu'l-hāl
						Mollā Mehmed ... Kirşevo
						...
						... Kirşevo",,,,,,,,,,,,,,,,KOYAKIÇ Īvān|ʿANTON MATAN|TONA KORIÇ,,Kirşevo|Kirşevo|ŞİNŞİ NAKA|Kirşevo|Kirşevo,,,,DSCN0136-div1-zone_c5m_vnw_2jb,,EMIN_zabt_tezkire,emin,
,,,2050-12-30,1849,,,div1,,,,"... 1849. ...
					... gr: 363.
					Nno 13.",,,,,,,,,,,,,,,,,,,,,,DSCN0136-div1-zone_hm4_b4w_2jb,,summary_Croatian,summary,
,,date_cert_low,1778-04-08,1778-04-08,,,div1,,,,"... fī 11 Ra sene 1192



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2047-div1-zone_qsq_3l4_bmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0650-div1-zone_a1j_wcq_2mb,,ʿilmühaber,ʿilmühaber,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0650-div1-zone_am1_zcq_2mb,,memo_Croatian,note,
,,,1828-03-14,1828-03-14,,,div1,,,,"... hurira fī 28 Ş sene 43




...",,,,,,,,,,,,,,,,,,,,,,DSCN0644-div1-zone_ufl_vzp_2mb,,mürāsele,mürāsele,
,,,2050-12-30,1828,,,div1,,,,... 1828.,,,,,,,,,,,,,,,,,,,,,,DSCN0644-div1-zone_x42_f1q_2mb,,summary_Croatian,summary,
,,,1708-08-27,1708-08-27,,,div1,,,,"... fī evāsit Cemaziye'l-āhir sene 1120



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN2053-div1-zone_ahm_qq4_bmb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2053-div1-zone_lj3_cr4_bmb,,summary_Serbian,summary,
,,,1824-08-24,1824-08-24,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf budur ki
					işbu bin iki yüz otuz dokuz senseinde der ʿuhde ve iltizāmımızda bulunan
					Kirşevo mukātaʿasına Kirşevo varoş kilisasının olan GRAYNE ve RAVN
ve LOBAT ve Dubuniçe ve HULINE ve
						DRZVANV ve HINIÇE ve BUʿUŞKMA mahallerinde
					hāsıl olan [誤字] mahsūlāt-ı küllī ve cüzv aʿşār ve rüsūmātını işbu
					dārende-i temessük kilisa-ı mezbūre rāhibi olan gardiyān sene-i sābık bedel-i iltizāmımız
					olan yüz yiğirmi guruş mukābelesinde ve bedel-i iltizāmımızda olan meblağ
					mezkūri tarafımız edā ve teslīm işbu bedel-i muharrerler zabt temessüğü iʿtāya
					olundu habz ve taʿşīrine tarafımızdan ve taraf-ı āhardan bir kimesne māniʿ olunmaya 


...
						Mustafa
Emīn-i
						Kirşevo
						hālā
						M",,,,,,,,,,,,,,,,gardiyān|Mustafa,,Kirşevo|Kirşevo|GRAYNE|RAVN|LOBAT|Dubuniçe|HULINE|DRZVANV|HINIÇE|BUʿUŞKMA,,,,DSCN0122-div1-zone_fzn_k3v_2jb,,EMIN_zabt_temessük,emin,
,,,2050-12-30,1824,,,div1,,,,Desetina 1824.,,,,,,,,,,,,,,,,,,,,,,DSCN0122-div1-zone_tkg_n3v_2jb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2286-div1-zone_uyv_g3g_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,"... fī 



...



...





...



...





...



...





...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1957-div1-zone_vmf_km2_djb,,mazbata,mazbata,
,,date_cert_low,1848-01-24,1848-01-24,,,div1,,,,"buyuruldu fī 18 S sene 64



...",,,,,,,,,,,,,,,,,,,,,,DSCN1957-div1-zone_g42_5m2_djb,,buyuruldu,buyuruldu,
,,,2050-12-30,1848-11-25,,,div1,,,,... 1264.,,,,,,,,,,,,,,,,,,,,,,DSCN1957-div1-zone_rp5_wm2_djb,,summary_Croatian,summary,
,,,1760-08-11,1760-08-11,,,div1,,,,"... sene
          selāse ve sabʿīn mie ve elif



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0491-div1-zone_es3_fmc_2mb,,hüccet,hüccet,
,,,2050-12-30,1779,,,div1,,,,"...
          ... 1779",,,,,,,,,,,,,,,,,,,,,,DSCN0491-div1-zone_uxf_kmc_2mb,,summary_Croatian,summary,
,,,1846-05-30,1846-05-30,,,div1,,,,"... fī 5 C sene 262




...",,,,,,,,,,,,,,,,,,,,,,DSCN1943-div1-zone_btp_swd_djb,,unknown_sūret,unknown,
,,,1825-10-20,1825-10-20,,,div1,,,,"fī 8 Ra sene 241



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2292-div1-zone_mnp_dkg_dmb,,hurūf,hurūf,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2292-div1-zone_agc_3kg_dmb,,summary_Croatian,summary,
,,,1811-01-24,1811-01-24|1811-01-24,,,div1,,,,"işbu bin iki yüz yiğirmi beş senesinde der ...
          ... sene 1225



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9310-div1-zone_drd_jxl_ylb,,EMIN,emin,
,,,2050-12-30,1811|1811-01-24,,,div1,,,,"... 1811. - 1225.
          Nno 30.",,,,,,,,,,,,,,,,,,,,,,DSCN9310-div1-zone_p4f_hxl_ylb,,summary_Croatian,summary,
,,,1819-07-08,1819-07-08,,,div1,,,,"... fī 16 N sene 234




...",,,,,,,,,,,,,,,,,,,,,,DSCN1994-div1-zone_t4f_brp_zlb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1994-div1-zone_lvz_frp_zlb,,summary_Croatian,summary,
,,,1848-09-19,1848-09-19,,,div1,,,,"... fī 21 L sene 264



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0320-div1-zone_yhp_f2p_2kb,,EMIN,emin,
,,,2050-12-30,1848,,,div1,,,,1848 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0320-div1-zone_r3y_k2p_2kb,,summary_Croatian,summary,
,,,1780-01-06,1780-01-06,,,div1,,,,"... sene 1193



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2251-div1-zone_agj_grf_dmb,,mürāsele,mürāsele,
,,,1739-04-08,1739-04-08,,,div1,,,,"işbu bin yüz elli bir senesinde ... 
          



...




... fī",,,,,,,,,,,,,,,,,,,,,,DSCN9304-div1-zone_w2g_dql_tlb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,"Kirşevo rāhib ... maʿa onlık(?) maʿa rubʿiye
                                                                           rubʿiye, onlık(?), ...
                                                                           0, 1.5, 0 ... mahalle-i ...
0, 0, 2 cemāʿat-i ... mahalle-i ...
0, 0, 3 cemāʿat-i varoş mahalle-i ...
0, 1, 0 ...
                                                                           0, 0, 0.5 Mustafa ʿāmedār(?)
                                                                           0, 2.5, 0 ...
                                                                           0, 0, 1.5 ...
                                                                           0, 0, 0.5 ...
                                                                           1, 1.5, 14.5 cemāʿat-i müslimīn mahalle-i ...
1, 1, 3.5 defʿa cemāʿat-i müslimīn mahalle-i ...
9, 25.5
                                                                           1, 0.5 defʿa cemāʿat-i varoş Anton ...
27",,,,,,,,,,,,,,,,,,,,,,DSCN1980-div1-zone_yfn_4vg_j3b,,計算書,makbūz,
,,,1773-07-04,1773-07-04,,,div1,,,,"hurira fī 14 Rebī'ü'l-āhir sene 1187



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN2279-div1-zone_nd5_gfg_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2279-div1-zone_try_nfg_dmb,,summary_Croatian,summary,
,,,1849-11-14,1849-11-14,,,div1,,,,"işbu bin iki yüz altmış beş senesinde der ... 



... 



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0308-div1-zone_kjj_kr4_2kb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0308-div1-zone_zvr_pr4_2kb,,summary_Croatian,summary,
,,,1826-05-22,1826-05-22,,,div1,,,,... fī 15 L 241,,,,,,,,,,,,,,,,,,,,,,DSCN1016-div1-zone_gdz_3wg_z3b,,mürāsele,mürāsele,
,,,1830-05-03,1830-05-03,,,div1,,,,"... fi'l-yevmi'l-hādī ʿaşar min Zi'l-kaʿada'l-şerīfe sene hıms ve arbaʿīn
ve mieteyn ve elif



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1764-div1-zone_tsf_2rh_cjb,,hüccet,hüccet,
,,,2050-12-30,1830,,,div1,,,,... 1830. ...,,,,,,,,,,,,,,,,,,,,,,DSCN1764-div1-zone_otc_3rh_cjb,,summary_Croatian,summary,
,,,1848-11-25,1848-11-25,,,div1,,,,"... sene 264



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN9338-div1-zone_vvm_tk1_zlb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9338-div1-zone_xk3_rk1_zlb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...



...",,,,,,,,,,,,,,,,,,,,,,DSCN8999-div1-zone_thk_fry_wkb,,ʿarz-ı_hāl,ʿarzıhāl,
,,,1769-01-24,1769-01-24,,,div1,,,,"... fī 17 Ramazān sene 1182



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN8999-div1-zone_esb_3ry_wkb,,buyuruldu,buyuruldu,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN8999-div1-zone_dng_dry_wkb,,summary_Croatian,summary,
,,date_cert_low,1821-11-18,1821-11-18,,,div1,,,,fī 23 Safer sene 37,,,,,,,,,,,,,,,,,,,,,,DSCN1003-div1-zone_ejn_fcg_z3b,,tezkire,tezkire,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN1003-div1-zone_c1n_3cg_z3b,,summary_Croatian,summary,
,,,1822-11-25,1822-11-25,,,div1,,,,"...
          fī 11 Ra sene 38




...",,,,,,,,,,,,,,,,,,,,,,DSCN2278-div1-zone_nyv_42g_dmb,,mürāsele,mürāsele,
,,,1801-05-25,1801-05-25,,,div1,,,,"... hurira fī 13 Muharrem sene 1216



...",,,,,,,,,,,,,,,,,,,,,,DSCN0447-div1-zone_prj_ywb_2mb,,iʿlām_maʿrūz,iʿlām,
,,,1848-09-28,1848-09-28,,,div1,,,,"işbu bin iki yüz altmıi dört senesinde māh
          Zı'l-kaʿda'nın gürresinde Kirşevo kilisa ...
        


...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN1981-div1-zone_ddt_qrg_zlb,,edā_tahvīl,tahvīl,
,,,2050-12-30,1848,,,div1,,,,... 1848,,,,,,,,,,,,,,,,,,,,,,DSCN1981-div1-zone_xxy_trg_zlb,,summary_Croatian,summary,
,,,1795-02-12,1795-02-12,,,div1,,,,"... fī 23 min Recebi'l-... sene 1209




...",,,,,,,,,,,,,,,,,,,,,,DSCN9305-div1-zone_hxt_stl_ylb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1759-div1-zone_vpd_x4h_cjb,,defter,defter,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1759-div1-zone_bhr_y4h_cjb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"...




...",,,,,,,,,,,,,,,,,,,,,,DSCN2250-div1-zone_ztq_xqf_dmb,,defter,defter,
,,,1839-12-28,1839-12-28,,,div1,,,,"... fī 22 L sene 255




...",,,,,,,,,,,,,,,,,,,,,,DSCN2244-div1-zone_pjz_14f_dmb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2244-div1-zone_gj5_34f_dmb,,summary_Croatian,summary,
,,,1837-04-05,1837-04-05,,,div1,,,,"işbu bin iki yüz elli iki yüz senesinde der ʿuhde ve iltizāmımızda
        


El-me'mūr ...",,,,,,,,,,,,,,,,,,,,,,DSCN0335-div1-zone_vbv_nql_kkb,,EMIN,emin,
,,,1760-02-21,1760-02-21,,,div1,,,,"... fi'l-yevmi'l-hāmis Receb Sene suls ve sabʿīn
                  ve mie ve elif



...",,,,,,,,,,,,,,,,,,,,,,DSCN8966-div1-zone_vcv_5p5_2jb,,fermān_sūret,fermān,
,,,2050-12-30,1759,,,div1,,,,... 1759.,,,,,,,,,,,,,,,,,,,,,,DSCN8966-div1-zone_j3y_cq5_2jb,,summary_Croatian,summary,
,,,2050-12-30,1760-03-02|1760-03-13,,,div1,,,,Datum: 15. redžep 1173 - 13. mart 1760,,,,,,,,,,,,,,,,,,,,,,DSCN8966-div1-zone_wry_dq5_2jb,,summary_Croatian,summary,
,,,1784-02-20,1784-02-20,,,div1,,,,... hurira fī Rebi'ü'l-evvel sene 198,,,,,,,,,,,,,,,,,,,,,,DSCN0490-div1-zone_uxw_ykc_2mb,,mürāsele_sūret,mürāsele,
,,date_cert_low,1784-01-06,1784-01-06,,,div1,,,,... buyuruldu 13 S sene 198,,,,,,,,,,,,,,,,,,,,,,DSCN0490-div1-zone_pwg_blc_2mb,,buyuruldu_sūret,buyuruldu,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN2287-div1-zone_nqy_r3g_dmb,,unknown_Croatitan,unknown,
,,date_cert_low,1778-01-27,1778-01-27,,,div1,,,,"... fī ... 1191



...",,,,,,,,,,,,,,,,,,,,,,DSCN8972-div1-zone_iwc_wgh_skb,,unkown,unknown,
,,,2050-12-30,1778,,,div1,,,,... 1778 ...,,,,,,,,,,,,,,,,,,,,,,DSCN8972-div1-zone_rn4_1hh_skb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9107-div1-zone_zl4_hm1_glb,,sumamry_Croatian,summary,
,,date_cert_unknown,1784-10-13,1784-10-13,,,div1,,,,"... hurira fī ... Za sene 1198




...",,,,,,,,,,,,,,,,,,,,,,DSCN2085-div1-zone_uts_cr5_bmb,,izin,izin,
,,,1819-10-18,1819-10-18,,,div1,,,,"işbu bin iki yüz otuz dört senesinde der ...



...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9073-div1-zone_oy3_hzs_flb,,EMIN,emin,
,,,2050-12-30,1819,,,div1,,,,... 1819.,,,,,,,,,,,,,,,,,,,,,,DSCN9073-div1-zone_p5q_fzs_flb,,summary_Croatian,summary,
,,,2050-12-30,,,,div1,,,,"... fi'l-yevmi'l-sālis ʿaşar min Rebīʿ'l-āhir
sene ... sabʿīn ve miye ve elif",,,,,,,,,,,,,,,,,,,,,,DSCN0916-div1-zone_t2z_pry_y3b,,hüccet,hüccet,
,,date_cert_unknown,1776,1776,,,div1,,,,... 1776 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0902-div1-zone_pqf_tfy_y3b,,serbian,serbian,
,,,2050-12-30,,,,div1,,,,,,,,,,,,,,,,,,,,,,,,,,DSCN0902-div1-zone_gh1_wfy_y3b,,serbian,serbian,
,,,1780-05-06,1780-05-06,,,div1,,,,"... fī 3 min Cemaziye'l-evvel sene 1194



...



...





...



...





...



...",,,,,,,,,,,,,,,,,,,,,,DSCN9098-div1-zone_i1g_2g1_glb,,EMIN,emin,
,,,2050-12-30,1780,,,div1,,,,... 1780.,,,,,,,,,,,,,,,,,,,,,,DSCN9098-div1-zone_edq_cg1_glb,,summary_Croatian,summary,
,,date_cert_unknown,1743-05-22,1743-05-22,,,div1,,,,"... fī 
Hüve
Bāis-i tahrīr-i hurūf budur ki madīna-i Saray
                  Bosna'da ... gāzī ...
... zimmīlerinden olub ... mahallesinden ... iki akçe mukātaʿasıyla
Şāyu nām zimmīlerin hānesinin ... 
... biz dahi kāimmakām ... olduğumuz hasebiyle ...
icrāsına izin ... işbu hurūf ... tahrīr ...
cānib ...mukātaʿa ... tamāmen edā ... icrāsına ...
oluna hurira fī şehr Rebiü'l-evvel
                  sene 1156



... Mehmed ...



... Mehmed ...",,,,,,,,,,,,,,,,,,,,,,DSCN0094-div1-zone_g44_mt5_l3b,,temessük,temessük,
,,,2050-12-30,,,,div1,,,,... fī,,,,,,,,,,,,,,,,,,,,,,DSCN0094-div1-zone_sg2_rt5_l3b,,summary_Serbian,summary,
,,,1795-03-17,1795-03-17,,,div1,,,,"... fī 26 Şaʿabāni'l-muʿazzam sene 1209



... 



...





...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0269-div1-zone_dmf_c25_xjb,,EMIN,emin,
,,,2050-12-30,1793,,,div1,,,,Od ... 1793 ...,,,,,,,,,,,,,,,,,,,,,,DSCN0269-div1-zone_hy4_j25_xjb,,summary_Croatian,summary,
,,,1790-09-08,1790-09-08,,,div1,,,,"işbu bin iki yüz dört senesinde der ... 
          



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9259-div1-zone_ow1_lfh_nlb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN9259-div1-zone_orl_jfh_nlb,,summary_Croatian,summary,
,,,1786-10-02,1786-10-02,,,div1,,,,"... fī 9 Z sene 1200



...",,,,,,,,,,,,,,,,,,,,,,DSCN2442-div1-zone_e4p_rgv_dmb,,mürāsele,mürāsele,
,,,1796-10-15,1796-10-15,,,div1,,,,"... fī 13 R sene 1211



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0255-div1-zone_iwl_zqt_xjb,,mürāsele,mürāsele,
,,,1839-02-03,1839-02-03,,,div1,,,,"... fī 20 Za sene 254



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9271-div1-zone_ij1_zmh_nlb,,EMIN,emin,
,,,2050-12-30,1839|1839-03-14,,,div1,,,,... 1839 - 1254.,,,,,,,,,,,,,,,,,,,,,,DSCN9271-div1-zone_hdl_xmh_nlb,,summary_Croatian,summary,
,,date_cert_medium,1781-12-08,1781-12-08,,,div1,,,,"... hurira fī 22 Zı'l-hicce sene 1195



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0533-div1-zone_oj4_yr3_2mb,,iʿlām_maʿrūz,iʿlām,
,,date_cert_medium,2050-12-30,1781,,,div1,,,,... fī 1781,,,,,,,,,,,,,,,,,,,,,,DSCN0533-div1-zone_xfl_bs3_2mb,,summary_Serbian,summary,
,,,2050-12-30,,,,div1,,,,"... hurira fī 2 Şaʿbān ...
					



...",,,,,,,,,,,,,,,,,,,,,,DSCN2330-div1-zone_m4j_pzm_dmb,,mürāsele,mürāsele,
,,,2050-12-30,1773|1773,,,div1,,,,"... 1773
... 1773",,,,,,,,,,,,,,,,,,,,,,DSCN2330-div1-zone_khp_rzm_dmb,,summary_Croatian,summary,
,,,1830-06-20,1830-06-20,,,div1,,,,"işbu bin iki yüz krık beş senesinde der ... 
          



...




...",,,,,,,,,,,,,,,,,,,,,,DSCN9265-div1-zone_wgk_dkh_nlb,,EMIN,emin,
,,,2050-12-30,1831|1830-06-20,,,div1,,,,"... 1831. - 1245.
          Nno 34.",,,,,,,,,,,,,,,,,,,,,,DSCN9265-div1-zone_bqm_bkh_nlb,,summary_Croatian,summary,
,,,1822-01-14,1822-09-15|1822-01-14,,,div1,,,,"Hüve
					Vech-i tahrīr-i hurūf-ı tapu nāme oldur ki
					işbu bin iki yüz otuz yedi senesinde der ʿuhde ve iltizāmımızda bulunan
					Kirşevo mukātaʿası kurālarından KOYSINE karyesi hudūdı ve ...
					dāhilinde varoş Kirşevo mütemekkinlerinden zimmī PRANUGRA CNUİÇ veled-i
						İstepān nām merkūmun taht ve tasarrıfında bulunan maʿlūme'l-hudūd
					ve'l-cīrān ZAKOTNAÇE tarlası demekle maʿrūf ve iki ...da
					... hāssa ve esyābıda
					hāssa ... ve sā'ir mülk emlāki işbu dārende-i tapu nāme Kirşevo
kilisanın gardiyān resm-i tapu ile üç yüz guruş bedeli mukābelesinde
					beyʿ-i bāt katʿiyle beyʿ ve ... tarafların(?) ferāğat(?) edüb biz dahi
					me'mūr olduğum hasebiyle bāzārların içün görüb resm-i tapusını(?)
					baʿde'l-ahz ... tarla-yi mezbūre ile emlāk-i mezbūri mesfūr(?)
					gardiyāna tafvīz ve tefevvuz olunub(?) ... aʿşār-ı şerʿiyye
					ve rüsūmāt-ı sā'ire ... edā olundukda tarafımızdan ve taraf-ı āhardan bir kimesne
					māniʿ olunmaya ve el-selām(?) hurira fī 21 R sene 37



...
						Ahmad Ağa Emīn-i Kirşevo
El-me'mūr
						M 



Şühūdu'l-hāl
						El-HĀCCAzāde Mehmed ʿAlemdār
Paşa İbrāhīm Ağa
Zimmī JAPU ʿAnton
Zimmī SANUÇ Mato
Zimmī Īwān KVACUİÇ",,,,,,,,,,,,,,,,"PRANUGRA CNUİÇ veled-i
						İstepān|ZAKOTNAÇE|gardiyān|gardiyāna|Ahmad|El-HĀCCAzāde Mehmed ʿAlemdār|Paşa İbrāhīm Ağa|Zimmī JAPU ʿAnton|Zimmī SANUÇ Mato|Zimmī Īwān KVACUİÇ",,Kirşevo|KOYSINE|Kirşevo|Kirşevo,,,,DSCN0241-div1-zone_uym_dgk_kjb,,EMIN_tapu_nāme,emin,
,,,2050-12-30,1822,,,div1,,,,Lenina ... 1822.,,,,,,,,,,,,,,,,,,,,,,DSCN0241-div1-zone_pjz_ggk_kjb,,summary_Croatian,summary,
,,,1786-10-25,1786-10-25,,,div1,,,,"... fī 3 M sene 1201
...
        


...",,,,,,,,,,,,,,,,,,,,,,DSCN2456-div1-zone_vjb_prv_dmb,,yafta,yafta,
,,,1855-02-12,1855-02-12,,,div1,,,,"... fī 25 Ca sene 1271




... 





...",,,,,,,,,,,,,,,,,,,,,,DSCN0296-div1-zone_x3x_z4s_yjb,,tapu_senedi,tapu,
,,,2050-12-30,1855-09-11,,,div1,,,,... 1271.,,,,,,,,,,,,,,,,,,,,,,DSCN0296-div1-zone_rdr_hps_yjb,,summary_Croatian,summary,
,,date_cert_unknown,1877-03-03,1877-03-03|1876-01-16,,,div1,,,,"... fī 18 Safer sene 294 ve fī 20 ... sene 92



...",,,,,,,,,,,,,,,,,,,,,,DSCN1836-div1-zone_pff_zwp_cjb,,şukka,şıkka,
,,date_cert_medium,1840-05-14,1840-05-14,,,div1,,,,"... fī 13 Ra sene 56



...



...





...",,,,,,,,,,,,,,,,,,,,,,DSCN0282-div1-zone_vpr_w35_xjb,,EMIN,emin,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN0282-div1-zone_stk_z35_xjb,,summary_Croatian,summary,
,,,1801-08-14,1801-08-14,,,div1,,,,"... fī 5 R sene 216



...",,,,,,,,,,,,,,,,,,,,,,DSCN1834-div1-zone_gfq_gwp_cjb,,mürāsele,mürāsele,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1834-div1-zone_vjj_jwp_cjb,,summary_Croatian,summary,
,,,1777-11-29,1777-11-29,,,div1,,,,"... fī L sene 191



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN0280-div1-zone_fys_cg5_xjb,,mürāsele,mürāsele,
,,,1785-03-25,1785-03-25,,,div1,,,,"... fi'l-yevmi'l-hāmis ʿaşar min Cemaziye'l-evvelī sene tisʿ ve tisʿīn
ve mie ve elif



...



...",,,,,,,,,,,,,,,,,,,,,,DSCN1820-div1-zone_m4j_3t4_cjb,,hüccet,hüccet,
,,,2050-12-30,,,,div1,,,,...,,,,,,,,,,,,,,,,,,,,,,DSCN1820-div1-zone_hk2_mt4_cjb,,summary_Croatian,summary,
