id,title,date
zone_vpp_lgy_y3b,DSCN0905#zone_vpp_lgy_y3b," fī'-l yevmi'l-hamīs ve ʿaşrayn min Şaʿabān el-...
            sene sitte ve arbaʿīn"
zone_mms_tlv_2jb,DSCN0124#zone_mms_tlv_2jb,18 Ra sene 248
zone_npd_mkn_2jb,DSCN8961#zone_npd_mkn_2jb,fi'l-yevmi'l-hāmis ʿaşar Zi'l-kaʿade sene sabʿ tisʿīn ve mie ve elif
zone_vdw_skn_2jb,DSCN8961#zone_vdw_skn_2jb,1198
zone_hhs_jkn_2jb,DSCN8961#zone_hhs_jkn_2jb,12. oktobar 1783
zone_dy3_q12_djb,DSCN1951#zone_dy3_q12_djb,"9 Cemaziye'l-evvel sene
                  81"
zone_z42_512_djb,DSCN1951#zone_z42_512_djb,1875
zone_gqd_1x3_cjb,DSCN1789#zone_gqd_1x3_cjb,5 Rebī'ü'l-āhir sene1281
zone_fxf_bx3_cjb,DSCN1789#zone_fxf_bx3_cjb,
zone_grs_fx3_cjb,DSCN1789#zone_grs_fx3_cjb,
zone_tz1_2x3_cjb,DSCN1789#zone_tz1_2x3_cjb,Rebijul evel 1281.
zone_fn1_cqh_cjb,DSCN1762#zone_fn1_cqh_cjb,
zone_bk3_2qh_cjb,DSCN1762#zone_bk3_2qh_cjb,13 M sene 176
zone_lx1_mqh_cjb,DSCN1762#zone_lx1_mqh_cjb,1762
zone_czc_333_cjb,DSCN1776#zone_czc_333_cjb,
zone_vl5_k33_cjb,DSCN1776#zone_vl5_k33_cjb,13 M sene 1241
zone_ovm_n33_cjb,DSCN1776#zone_ovm_n33_cjb,Augusta 1825
zone_akg_1zg_j3b,DSCN1987#zone_akg_1zg_j3b,27 māh Şavvāl sene 269
zone_hvg_4tg_z3b,DSCN1011#zone_hvg_4tg_z3b,25 Ca 231
zone_vhq_qtg_z3b,DSCN1011#zone_vhq_qtg_z3b,
zone_bmx_lqg_z3b,DSCN1005#zone_bmx_lqg_z3b,... 238
zone_ahk_pqg_z3b,DSCN1005#zone_ahk_pqg_z3b,
zone_prc_jxd_djb,DSCN1944#zone_prc_jxd_djb,5 C sene 262
zone_k4p_mxd_djb,DSCN1944#zone_k4p_mxd_djb,
zone_sgy_1q1_2jb,DSCN8948#zone_sgy_1q1_2jb,1200-10-11
zone_sq1_kp1_2jb,DSCN8948#zone_sq1_kp1_2jb,
zone_hlb_gq1_2jb,DSCN8948#zone_hlb_gq1_2jb,7.do 16 avgusta 1768
zone_y2m_54v_2jb,DSCN0131#zone_y2m_54v_2jb,3 Ş sene 1234
zone_emk_1pv_2jb,DSCN0131#zone_emk_1pv_2jb,
zone_nhk_kmv_2jb,DSCN0125#zone_nhk_kmv_2jb,15 B sene 35
zone_ytn_4mv_2jb,DSCN0125#zone_ytn_4mv_2jb,
zone_jtz_rmv_2jb,DSCN0125#zone_jtz_rmv_2jb,15. Rebjulahira 1235
zone_cwr_pgv_2jb,DSCN0119#zone_cwr_pgv_2jb,
zone_n3c_32z_k3b,DSCN0079#zone_n3c_32z_k3b,
zone_sbx_k2z_k3b,DSCN0079#zone_sbx_k2z_k3b,
zone_srj_xmz_k3b,DSCN0086#zone_srj_xmz_k3b,iki yüz doksan yedi senesinde
zone_fdr_zmz_k3b,DSCN0086#zone_fdr_zmz_k3b,1783
zone_gtr_hp5_l3b,DSCN0092#zone_gtr_hp5_l3b,
zone_g2l_jp5_l3b,DSCN0092#zone_g2l_jp5_l3b,
zone_mjl_kp5_l3b,DSCN0092#zone_mjl_kp5_l3b,
zone_umg_3pt_xjb,DSCN0247#zone_umg_3pt_xjb,
zone_fdk_mpt_xjb,DSCN0247#zone_fdk_mpt_xjb,
zone_r3b_rqt_xjb,DSCN0253#zone_r3b_rqt_xjb,sene 1230
zone_pq1_5qt_xjb,DSCN0253#zone_pq1_5qt_xjb,1816
zone_hbc_g54_cjb,DSCN1824#zone_hbc_g54_cjb,16 B sene 70
zone_zdw_tv4_cjb,DSCN1824#zone_zdw_tv4_cjb,13 B sene 70
zone_db2_vv4_cjb,DSCN1824#zone_db2_vv4_cjb,gürre Ş sene 70
zone_x3v_wv4_cjb,DSCN1824#zone_x3v_wv4_cjb,sene 69 fī 26
zone_zpn_zv4_cjb,DSCN1824#zone_zpn_zv4_cjb,gürre B sene 70
zone_fqj_bw4_cjb,DSCN1824#zone_fqj_bw4_cjb,21 Ra sene 70
zone_czw_cw4_cjb,DSCN1824#zone_czw_cw4_cjb,
zone_dgb_fw4_cjb,DSCN1824#zone_dgb_fw4_cjb,15 Ra sene 70
zone_ezq_hw4_cjb,DSCN1824#zone_ezq_hw4_cjb,15 ... sene 70
zone_ubz_jw4_cjb,DSCN1824#zone_ubz_jw4_cjb,15 Receb sene 70
zone_vz3_lw4_cjb,DSCN1824#zone_vz3_lw4_cjb,sene 70
zone_cwy_mw4_cjb,DSCN1824#zone_cwy_mw4_cjb,15 Ş sene 70
zone_mmy_4w4_cjb,DSCN1824#zone_mmy_4w4_cjb,25 Z sene 70
zone_hqd_435_xjb,DSCN0284#zone_hqd_435_xjb,1215-03
zone_tk1_r35_xjb,DSCN0284#zone_tk1_r35_xjb,1801
zone_ox3_vsp_cjb,DSCN1830#zone_ox3_vsp_cjb,"fi'l-yevmi'l-hāmis ve'l-ʿaşrīn min şehr Şaʿabān
el-muʿazzam sene semān ve semānīn ve mie ve elif"
zone_usb_1tp_cjb,DSCN1830#zone_usb_1tp_cjb,1776
zone_ers_ds4_cjb,DSCN1818#zone_ers_ds4_cjb,Rebi'ü'l-evvel sene 1198
zone_urn_js4_cjb,DSCN1818#zone_urn_js4_cjb,S 13 sene 1198
zone_kg2_ls4_cjb,DSCN1818#zone_kg2_ls4_cjb,
zone_p5j_hf5_xjb,DSCN0286#zone_p5j_hf5_xjb,233
zone_tk3_lf5_xjb,DSCN0286#zone_tk3_lf5_xjb,1818
zone_fgk_wg5_xjb,DSCN0279#zone_fgk_wg5_xjb,bin iki yüz beş senesinde
zone_zcq_5gk_kjb,DSCN0245#zone_zcq_5gk_kjb,
zone_zqv_gqt_xjb,DSCN0251#zone_zqv_gqt_xjb,
zone_rs5_kqt_xjb,DSCN0251#zone_rs5_kqt_xjb,
zone_g2z_vjz_k3b,DSCN0084#zone_g2z_vjz_k3b,22 ... sene 1175
zone_jld_yjz_k3b,DSCN0084#zone_jld_yjz_k3b,
zone_old_sdm_l3b,DSCN0090#zone_old_sdm_l3b,
zone_ys4_tdm_l3b,DSCN0090#zone_ys4_tdm_l3b,1832
zone_ngn_crv_2jb,DSCN0133#zone_ngn_crv_2jb,28 Ra sene 250
zone_phv_frv_2jb,DSCN0133#zone_phv_frv_2jb,1834
zone_klr_xk3_x3b,DSCN0899#zone_klr_xk3_x3b,fi'l-yevmi'l-sālis ve'l-ʿaşrīn min Muharrem'l-harām sene tisʿ ve sabʿīn ve miye ve elif
zone_sz3_1l3_x3b,DSCN0899#zone_sz3_1l3_x3b,
zone_xmj_vk3_x3b,DSCN0899#zone_xmj_vk3_x3b,
zone_n5h_2l3_x3b,DSCN0899#zone_n5h_2l3_x3b,1765
zone_c4b_2h3_cjb,DSCN1775#zone_c4b_2h3_cjb,21 C sene 53
zone_wtw_hh3_cjb,DSCN1775#zone_wtw_hh3_cjb,25 S sene 1253
zone_vty_4rg_z3b,DSCN1007#zone_vty_4rg_z3b,28 Zi'l-kaʿade 1212
zone_nvz_yfh_cjb,DSCN1749#zone_nvz_yfh_cjb,... sene 1289
zone_dqz_ncp_2kb,DSCN0318#zone_dqz_ncp_2kb,8 Ra sene 259
zone_jwz_pcp_2kb,DSCN0318#zone_jwz_pcp_2kb,
zone_ngv_25g_z3b,DSCN1012#zone_ngv_25g_z3b,ʿaşar Şaʿbān 240
zone_off_kg3_cjb,DSCN1774#zone_off_kg3_cjb,13 Ş sene 253
zone_bvv_wk2_djb,DSCN1953#zone_bvv_wk2_djb,29 Muharrem sene 1283
zone_b3s_xk2_djb,DSCN1953#zone_b3s_xk2_djb,
zone_oxq_zk2_djb,DSCN1953#zone_oxq_zk2_djb,
zone_bq2_f4y_y3b,DSCN0913#zone_bq2_f4y_y3b,22 Ra 64
zone_kxy_g4y_y3b,DSCN0913#zone_kxy_g4y_y3b,
zone_mwj_bjy_y3b,DSCN0907#zone_mwj_bjy_y3b,1156-12-21
zone_kz4_zms_yjb,DSCN0293#zone_kz4_zms_yjb,"fi'l-yevmi'l-rābiʿ ve ʿaşr min
māh-ı Cemaziye'l-āhir sene semān ve tisʿīn ve mie ve elif"
zone_umy_fdj_cjb,DSCN1802#zone_umy_fdj_cjb,2 ... sene 89
zone_ojb_s44_cjb,DSCN1816#zone_ojb_s44_cjb,20 ... sene 1280
zone_c4h_bp4_cjb,DSCN1816#zone_c4h_bp4_cjb,
zone_w1d_cp4_cjb,DSCN1816#zone_w1d_cp4_cjb,
zone_q3w_xst_xjb,DSCN0261#zone_q3w_xst_xjb,11 ... 257
zone_lmk_btt_xjb,DSCN0261#zone_lmk_btt_xjb,1842
zone_bw2_yh5_xjb,DSCN0275#zone_bw2_yh5_xjb,6 L sene 255
zone_fgx_135_xjb,DSCN0275#zone_fgx_135_xjb,
zone_glw_zpt_xjb,DSCN0249#zone_glw_zpt_xjb,
zone_byj_cqt_xjb,DSCN0249#zone_byj_cqt_xjb,1800
zone_lm4_cs5_2jb,DSCN0088#zone_lm4_cs5_2jb,bin yüz sekisen dokuz senesinde
zone_lf3_fs5_2jb,DSCN0088#zone_lf3_fs5_2jb,1776 ... 7
zone_e4w_hbz_k3b,DSCN0077#zone_e4w_hbz_k3b,1197
zone_uth_lbz_k3b,DSCN0077#zone_uth_lbz_k3b,
zone_zjz_1fv_2jb,DSCN0117#zone_zjz_1fv_2jb,11 māh C sene 1246
zone_qbj_dfv_2jb,DSCN0117#zone_qbj_dfv_2jb,1831
zone_b15_sc3_x3b,DSCN0895#zone_b15_sc3_x3b,fi'l-yevmi'l-hāmis ve el-ʿöşrīn min Cemaziye'l-ahir
zone_cwx_5k1_2jb,DSCN8946#zone_cwx_5k1_2jb,1181-03-11
zone_hdh_wk1_2jb,DSCN8946#zone_hdh_wk1_2jb,
zone_cfy_yk1_2jb,DSCN8946#zone_cfy_yk1_2jb,29. juli-7avgusta 1670
zone_c2b_pv3_cjb,DSCN1786#zone_c2b_pv3_cjb,7 Cemaziye'l-evvel sene 1283
zone_lc3_qv3_cjb,DSCN1786#zone_lc3_qv3_cjb,
zone_m3b_vv3_cjb,DSCN1786#zone_m3b_vv3_cjb,
zone_f4w_sv3_cjb,DSCN1786#zone_f4w_sv3_cjb,
zone_i4t_vv3_cjb,DSCN1786#zone_i4t_vv3_cjb,
zone_mz2_z4l_kkb,DSCN0329#zone_mz2_z4l_kkb,"fi'l-yevmi'l-sānī ve'l-ʿaşrūn min şehr-i Rebi'ü'l-evvel
          sene isnā ve sabʿīn ve mieteyn ve elif"
zone_ojq_2pl_kkb,DSCN0329#zone_ojq_2pl_kkb,
zone_wyx_ygh_cjb,DSCN1750#zone_wyx_ygh_cjb,7 Cemaziye'l-evvel sene 1283
zone_n4q_jhh_cjb,DSCN1750#zone_n4q_jhh_cjb,
zone_pgr_t1n_2kb,DSCN0300#zone_pgr_t1n_2kb,3 Ş sene 1234
zone_sr4_x1n_2kb,DSCN0300#zone_sr4_x1n_2kb,
zone_bkw_jz4_2kb,DSCN0314#zone_bkw_jz4_2kb,20 L sene 263
zone_vtl_pz4_2kb,DSCN0314#zone_vtl_pz4_2kb,
zone_ztb_ny3_cjb,DSCN1793#zone_ztb_ny3_cjb,20 R sene 68
zone_skp_ty3_cjb,DSCN1793#zone_skp_ty3_cjb,
zone_h2t_1r2_djb,DSCN1963#zone_h2t_1r2_djb,gürre-i Saferi'l-... sene ahadā ve semānīn ve mie ve elif
zone_zdn_fr2_djb,DSCN1963#zone_zdn_fr2_djb,1767
zone_cwx_rt1_2jb,DSCN8953#zone_cwx_rt1_2jb,fi'l-yevmi'l-hāmis ʿaşar Receb sene suls ve sabʿīn ve mie ve elif
zone_phx_yt1_2jb,DSCN8953#zone_phx_yt1_2jb,13. mart 1760
zone_vft_n55_2jb,DSCN0102#zone_vft_n55_2jb,18 ... sene 171
zone_g4z_q55_2jb,DSCN0102#zone_g4z_q55_2jb,1758
zone_pch_pst_xjb,DSCN0260#zone_pch_pst_xjb,9 B sene 221
zone_dqx_3t5_xjb,DSCN0289#zone_dqx_3t5_xjb,19
zone_pzw_rt5_xjb,DSCN0289#zone_pzw_rt5_xjb,
zone_vsy_2ly_y3b,DSCN0909#zone_vsy_2ly_y3b," fi'l-yevmi'l-sānī
            ve'l-ʿaşrīn ve ... Rebīʿl-āhir sene ... ve tisʿīn ve miyetein ve
elif"
zone_f1h_mly_y3b,DSCN0909#zone_f1h_mly_y3b,21 ... 294
zone_ixf_m5y_y3b,DSCN0921#zone_ixf_m5y_y3b,fi'l-yevmi'l-sānī ʿaşr min Muharrem'l-harām sene ahadī ve miyetein ve elif
zone_l2r_3yh_j3b,DSCN2111#zone_l2r_3yh_j3b,2 Ra sene 74
zone_x2h_4t5_2jb,DSCN0100#zone_x2h_4t5_2jb,bin iki yüz kırk dört senesinde
zone_wx1_rt5_2jb,DSCN0100#zone_wx1_rt5_2jb,1829
zone_g1s_mbh_j3b,DSCN2065#zone_g1s_mbh_j3b,5 B sene 199
zone_nxl_t34_c3b,DSCN0896#zone_nxl_t34_c3b,21 Ra 1202
zone_pwq_xj3_x3b,DSCN0896#zone_pwq_xj3_x3b,27 Juna 1788
zone_zx1_4q2_djb,DSCN1961#zone_zx1_4q2_djb,
zone_tq5_pq2_djb,DSCN1961#zone_tq5_pq2_djb,
zone_j4q_pmw_j3b,DSCN2298#zone_j4q_pmw_j3b,bin iki yüz kırk dört sene
zone_nkv_lzd_djb,DSCN1949#zone_nkv_lzd_djb,29 Muharrem sene 1283
zone_wl5_mzd_djb,DSCN1949#zone_wl5_mzd_djb,
zone_lky_4zd_djb,DSCN1949#zone_lky_4zd_djb,
zone_fj4_5cn_2kb,DSCN0302#zone_fj4_5cn_2kb,23 Ş sene 250
zone_kw5_cdn_2kb,DSCN0302#zone_kw5_cdn_2kb,1834
zone_zdg_fbp_2kb,DSCN0316#zone_zdg_fbp_2kb,bin iki yüz altmış üç senesinde
zone_o4c_qbp_2kb,DSCN0316#zone_o4c_qbp_2kb,1848
zone_ld5_1fh_cjb,DSCN1746#zone_ld5_1fh_cjb,5 el-yevm M sene 1218
zone_vxk_cfh_cjb,DSCN1746#zone_vxk_cfh_cjb,
zone_hfc_13h_cjb,DSCN1752#zone_hfc_13h_cjb,fi'l-sānī min şehr Recebi'l-müreccib sene arbaʿa ve arbaʿin ve mieteyn ve elif
zone_xyw_d3h_cjb,DSCN1752#zone_xyw_d3h_cjb,9 B sene 244
zone_zfd_f3h_cjb,DSCN1752#zone_zfd_f3h_cjb,
zone_gy3_j33_1jb,DSCN1021#zone_gy3_j33_1jb,18 min Şevvāl'l-mükerrem sene 1188
zone_eml_jsg_z3b,DSCN1009#zone_eml_jsg_z3b,... S 231
zone_zzp_yyd_djb,DSCN1948#zone_zzp_yyd_djb,29 Muharrem sene 1283
zone_w5f_1zd_djb,DSCN1948#zone_w5f_1zd_djb,
zone_dqk_wp2_djb,DSCN1960#zone_dqk_wp2_djb,25 N sene 59
zone_tbs_kj1_2jb,DSCN8944#zone_tbs_kj1_2jb,fi'l-yevmi'l-hāmis ʿaşar şehr Saferi'l-... sene arbaʿa ve ʿaşrīn ve elif
zone_kgr_4j1_2jb,DSCN8944#zone_kgr_4j1_2jb,16. mart 1615
zone_w5s_znv_2jb,DSCN0129#zone_w5s_znv_2jb,25 Ca sene 1271
zone_j1n_d4v_2jb,DSCN0129#zone_j1n_d4v_2jb,1271
zone_xlp_h2v_2jb,DSCN0115#zone_xlp_h2v_2jb,bin iki yüz krık beş senesinde
zone_krf_k2v_2jb,DSCN0115#zone_krf_k2v_2jb,1832
zone_x5j_dj5_xjb,DSCN0263#zone_x5j_dj5_xjb,21 Ş sene 1247
zone_ljv_s25_xjb,DSCN0277#zone_ljv_s25_xjb,29 C sene 1236
zone_iqz_v25_xjb,DSCN0277#zone_iqz_v25_xjb,1821
zone_srk_t1j_cjb,DSCN1800#zone_srk_t1j_cjb,"fİ'l-yevmi'l-tāsiʿ ve ʿaşrīn min Saferi'l-... sene
            ahadā ve tisʿīn
ve mie ve elif"
zone_whw_y1j_cjb,DSCN1800#zone_whw_y1j_cjb,17 Ca sene 191
zone_ugb_cbj_cjb,DSCN1800#zone_ugb_cbj_cjb,1777
zone_s1q_tn4_cjb,DSCN1814#zone_s1q_tn4_cjb,gürre-i Cemaziye'l-evvel sene hıms ve ʿaşrīn ve mie ve elif
zone_a4p_1l4_cjb,DSCN1810#zone_a4p_1l4_cjb,20 ... sene 1280
zone_e4d_g2j_cjb,DSCN1804#zone_e4d_g2j_cjb,
zone_ekd_k2j_cjb,DSCN1804#zone_ekd_k2j_cjb,1805
zone_knk_1f5_xjb,DSCN0273#zone_knk_1f5_xjb,27 M sene 253
zone_dyd_df5_xjb,DSCN0273#zone_dyd_df5_xjb,1837
zone_vlw_f35_xjb,DSCN0267#zone_vlw_f35_xjb,27 Ş sene 249
zone_fgg_335_xjb,DSCN0267#zone_fgg_335_xjb,
zone_xtr_c1z_y3b,DSCN0930#zone_xtr_c1z_y3b,28 N sene 1253
zone_rrm_gwy_y3b,DSCN0924#zone_rrm_gwy_y3b,18 R 1210
zone_ddh_3wy_y3b,DSCN0924#zone_ddh_3wy_y3b,1796
zone_lh1_cty_y3b,DSCN0918#zone_lh1_cty_y3b,24 Ra 257
zone_ogh_2w5_2jb,DSCN0105#zone_ogh_2w5_2jb,21 ... sene 1183
zone_mrg_3w5_2jb,DSCN0105#zone_mrg_3w5_2jb,
zone_mw5_pcv_2jb,DSCN0111#zone_mw5_pcv_2jb,7 Racab sene 1235
zone_ydd_5cv_2jb,DSCN0111#zone_ydd_5cv_2jb,
zone_jhd_vcv_2jb,DSCN0111#zone_jhd_vcv_2jb,1820
zone_rsh_2k3_cjb,DSCN1780#zone_rsh_2k3_cjb,"fi'l-yevmi'l-hāmis ve'l-ʿaşrūn min şehr Recebi'l-... sene
suls ve sabʿīn ve mieteyn ve elif"
zone_irc_hk3_cjb,DSCN1780#zone_irc_hk3_cjb,Redjep 1254
zone_qm3_d31_2jb,DSCN8940#zone_qm3_d31_2jb,1269-06-21
zone_pry_231_2jb,DSCN8940#zone_pry_231_2jb,
zone_swm_h31_2jb,DSCN8940#zone_swm_h31_2jb,1-9 aprila 1853
zone_m2n_f2h_cjb,DSCN1743#zone_m2n_f2h_cjb,"gürre Rebī'ü'l-āhir sene
                  1202"
zone_zy1_rnh_cjb,DSCN1757#zone_zy1_rnh_cjb,Rebi'ü'l-evvel sene 1198
zone_pv1_tnh_cjb,DSCN1757#zone_pv1_tnh_cjb,13 S sene 198
zone_rjg_wnh_cjb,DSCN1757#zone_rjg_wnh_cjb,1198
zone_cns_wx4_2kb,DSCN0312#zone_cns_wx4_2kb,sene 65
zone_ggq_cy4_2kb,DSCN0312#zone_ggq_cy4_2kb,1265
zone_w42_dxg_z3b,DSCN1018#zone_w42_dxg_z3b,1274
zone_fhc_fxg_z3b,DSCN1018#zone_fhc_fxg_z3b,
zone_z1x_rxn_2kb,DSCN0306#zone_z1x_rxn_2kb,9 B sene 74
zone_wgh_wxn_2kb,DSCN0306#zone_wgh_wxn_2kb,1273
zone_gr1_gmh_cjb,DSCN1756#zone_gr1_gmh_cjb,1116-03-21
zone_pvr_cs2_djb,DSCN1965#zone_pvr_cs2_djb,13 L sene 73
zone_pln_2s2_djb,DSCN1965#zone_pln_2s2_djb,2 ... sene 73
zone_t3m_hs2_djb,DSCN1965#zone_t3m_hs2_djb,1857
zone_ijp_m42_djb,DSCN1959#zone_ijp_m42_djb,16 R sene 218
zone_v5p_q42_djb,DSCN1959#zone_v5p_q42_djb,23 ... sene 218
zone_gb1_s42_djb,DSCN1959#zone_gb1_s42_djb,17 B sene 1218
zone_azy_lv5_2jb,DSCN0104#zone_azy_lv5_2jb,bin yüz sekisen altı senesinde
zone_mxh_nz1_x3b,DSCN0886#zone_mxh_nz1_x3b,Sene samān ve samāniyya ve miye ve alfin
zone_enx_rz1_x3b,DSCN0886#zone_enx_rz1_x3b,17 Ca 188
zone_qkj_5z1_x3b,DSCN0886#zone_qkj_5z1_x3b,1774
zone_a2v_s4w_2jb,DSCN0138#zone_a2v_s4w_2jb,iki yüz altmış altı senesinde
zone_udc_v4w_2jb,DSCN0138#zone_udc_v4w_2jb,1852
zone_xdt_5ty_y3b,DSCN0919#zone_xdt_5ty_y3b,"8 Rebī'ü'l-āhir sene
          1199"
zone_t13_wty_y3b,DSCN0919#zone_t13_wty_y3b,1785
zone_jpb_sl4_cjb,DSCN1811#zone_jpb_sl4_cjb,"fi'l-yevmi'l-hāmis min şehr Şaʿabānı'l-muʿazzam
sene hamıs ve hamsīn ve mieteyn ve elif"
zone_bbp_vl4_cjb,DSCN1811#zone_bbp_vl4_cjb,1839
zone_up3_c1q_cjb,DSCN1839#zone_up3_c1q_cjb,gürre-i Şaʿabānı'l-muʿazzam sene tisʿ ve semānīn ve mie ve elif
zone_o1g_f1q_cjb,DSCN1839#zone_o1g_f1q_cjb,
zone_vcb_z2j_cjb,DSCN1807#zone_vcb_z2j_cjb,1189-03
zone_gvz_ffj_cjb,DSCN1807#zone_gvz_ffj_cjb,
zone_ssd_xm4_cjb,DSCN1813#zone_ssd_xm4_cjb,şehr Rebi' evvel sene tisʿ ve semānīn ve mie ve elif
zone_mln_425_xjb,DSCN0264#zone_mln_425_xjb,21 L sene 1210
zone_acy_fxy_y3b,DSCN0927#zone_acy_fxy_y3b,
zone_dwd_zz3_cjb,DSCN1797#zone_dwd_zz3_cjb,
zone_ehg_d1j_cjb,DSCN1797#zone_ehg_d1j_cjb,
zone_ln2_v3n_2jb,DSCN8957#zone_ln2_v3n_2jb,"fi'l-yevmi'l-hāmis ʿaşar Zi'l-kaʿade sene sabʿ tisʿīn
ve mie ve elif"
zone_ps5_1jn_2jb,DSCN8957#zone_ps5_1jn_2jb,12. oktobar 1783
zone_ej1_h1z_djb,DSCN1967#zone_ej1_h1z_djb,"fi'l-yevmi'l-sābiʿ ʿaşrīn
şehr Cemaziye'l-āhir sene ahadī ve semānīn ve mie ve elif"
zone_klz_k1z_djb,DSCN1967#zone_klz_k1z_djb,1767
zone_yns_rv4_2kb,DSCN0310#zone_yns_rv4_2kb,2 L sene 263
zone_x4x_gw4_2kb,DSCN0310#zone_x4x_gw4_2kb,
zone_ahr_cc3_cjb,DSCN1768#zone_ahr_cc3_cjb,"fi'l-yevmi'l-hāmis ve ʿaşar
min māh Rebi'ü'l-evvel sene semān ve tisʿīn ve mie ve elif"
zone_pwz_2c3_cjb,DSCN1768#zone_pwz_2c3_cjb,8 R sene 198
zone_pnr_gc3_cjb,DSCN1768#zone_pnr_gc3_cjb,1784
zone_npj_wwn_2kb,DSCN0304#zone_npj_wwn_2kb,15 S sene 1266
zone_gkg_zwn_2kb,DSCN0304#zone_gkg_zwn_2kb,1849
zone_ckb_h3f_bjb,DSCN1741#zone_ckb_h3f_bjb,fi'l-yevmi'l-... min Zi'l-kaʿade sene isnā ve semānīn ve mie ve elif
zone_qxv_j3f_bjb,DSCN1741#zone_qxv_j3f_bjb,13 Marty 1769
zone_irt_3lh_cjb,DSCN1755#zone_irt_3lh_cjb,1076-12-21
zone_aj2_yt3_cjb,DSCN1782#zone_aj2_yt3_cjb,fi'l-yevmi'l-sābiʿ min şehr şerīf Recebi'l-... sene isnā ve sabʿīn ve mieteyn ve elif
zone_llj_g53_cjb,DSCN1782#zone_llj_g53_cjb,1856
zone_f2h_s1v_2jb,DSCN0107#zone_f2h_s1v_2jb,bin yüz doksan sekiz
zone_afl_v1v_2jb,DSCN0107#zone_afl_v1v_2jb,
zone_zkz_l2h_j3b,DSCN2076#zone_zkz_l2h_j3b,
zone_b1b_tdv_2jb,DSCN0113#zone_b1b_tdv_2jb,9 S sene 246
zone_jyq_wdv_2jb,DSCN0113#zone_jyq_wdv_2jb,
zone_blg_qcb_x3b,DSCN0891#zone_blg_qcb_x3b,
zone_x1c_wcb_x3b,DSCN0891#zone_x1c_wcb_x3b,1763
zone_pkn_tbv_l3b,DSCN0098#zone_pkn_tbv_l3b,7 Ş sene 1201
zone_hvm_rbv_l3b,DSCN0098#zone_hvm_rbv_l3b,
zone_ahd_kg5_xjb,DSCN0271#zone_ahd_kg5_xjb,
zone_lsl_2h5_xjb,DSCN0265#zone_lsl_2h5_xjb,bin yüz doksan altı senesinde
zone_bzz_mh5_xjb,DSCN0265#zone_bzz_mh5_xjb,1782
zone_t5h_bst_xjb,DSCN0259#zone_t5h_bst_xjb,10 Saferi'l-... sene 199
zone_sfm_vdw_cjb,DSCN1875#zone_sfm_vdw_cjb,"fi'l-yevmi'l-hāmis min şehr-i Şevvāl sene
tisʿ ve sabʿīn ve mie ve elif"
zone_o3q_c3q_cjb,DSCN1849#zone_o3q_c3q_cjb,"fi'l-yevmi'l-sābiʿ min şehr
Rebī'ü'l-āhir sene ahadā ve hamsīn ve mieteyn ve elif"
zone_ccz_pbk_kjb,DSCN0216#zone_ccz_pbk_kjb,bin iki yüz otuz senesinde
zone_z3p_vbk_kjb,DSCN0216#zone_z3p_vbk_kjb,1230
zone_rd5_4sw_j3b,DSCN2401#zone_rd5_4sw_j3b,feth hākānīden berü
zone_ebz_qgk_1jb,DSCN1646#zone_ebz_qgk_1jb,15 M 1201
zone_sd3_tgk_1jb,DSCN1646#zone_sd3_tgk_1jb,
zone_ez5_jpz_y3b,DSCN0955#zone_ez5_jpz_y3b,şehr Muharrem'l-harām min
zone_amc_spz_y3b,DSCN0955#zone_amc_spz_y3b,1855
zone_dhk_g1k_1jb,DSCN0955#zone_dhk_g1k_1jb,"şehr Muharrem'l-harām min
yevmi'l-tisʿ min sene ahadī ve sabʿīn ve mieteyn ve elif"
zone_tkx_l1k_1jb,DSCN0955#zone_tkx_l1k_1jb,1855
zone_ymg_vwf_z3b,DSCN0996#zone_ymg_vwf_z3b,
zone_k5q_wwf_z3b,DSCN0996#zone_k5q_wwf_z3b,22 M 19...
zone_dyq_zwf_z3b,DSCN0996#zone_dyq_zwf_z3b,1782 ... 22
zone_cxj_v4d_fjb,DSCN0160#zone_cxj_v4d_fjb,14 L sene 73
zone_lnj_y4d_fjb,DSCN0160#zone_lnj_y4d_fjb,1857
zone_cnn_hzz_djb,DSCN8931#zone_cnn_hzz_djb,el-sāmin ʿaşrīn fī Cemaziye'l-evvel ihdā salāsīn ve mie ve elif
zone_p3b_kzz_djb,DSCN8931#zone_p3b_kzz_djb,
zone_gyq_qhx_cjb,DSCN1915#zone_gyq_qhx_cjb,
zone_fy1_thx_cjb,DSCN1915#zone_fy1_thx_cjb,1843
zone_gbb_dhz_djb,DSCN8919#zone_gbb_dhz_djb,15 R sene 191
zone_tp2_ghz_djb,DSCN8919#zone_tp2_ghz_djb,1776
zone_xqd_hhz_djb,DSCN8919#zone_xqd_hhz_djb,23. maj 1777
zone_u3y_3rr_kkb,DSCN0362#zone_u3y_3rr_kkb,14 L sene 73
zone_ymh_4rr_kkb,DSCN0362#zone_ymh_4rr_kkb,1857
zone_e53_pbx_cjb,DSCN1900#zone_e53_pbx_cjb,1189-04-11
zone_zdk_5bx_cjb,DSCN1900#zone_zdk_5bx_cjb,1772
zone_jft_h5z_djb,DSCN8924#zone_jft_h5z_djb,23 Ş sene 1202
zone_ink_n5z_djb,DSCN8924#zone_ink_n5z_djb,29. maj 1788
zone_dkp_ygx_cjb,DSCN1914#zone_dkp_ygx_cjb,
